episode_id,season,episode_num,char_a,char_b,total_weight,scene_count
S01E09,1,9,Benjamin,Harold Gunderson,5.0,1
S01E09,1,9,Benjamin,Jessica Pearson,5.0,1
S01E09,1,9,Donna Paulsen,Harold Gunderson,5.0,1
S01E09,1,9,Donna Paulsen,Jessica Pearson,5.0,1
S01E09,1,9,Harold Gunderson,Jessica Pearson,5.0,1
S01E10,1,10,Harvey Specter,Mike Ross,14.966629547095765,1
S01E10,1,10,Harvey Specter,Louis Litt,9.797958971132712,1
S01E10,1,10,Harvey Specter,Rachel Zane,9.797958971132712,1
S01E10,1,10,Louis Litt,Mike Ross,9.16515138991168,1
S01E10,1,10,Mike Ross,Rachel Zane,9.16515138991168,1
S01E10,1,10,Harvey Specter,Jenny Griffith,8.94427190999916,1
S01E10,1,10,Harvey Specter,Jessica Pearson,8.94427190999916,1
S01E10,1,10,Jenny Griffith,Mike Ross,8.366600265340756,1
S01E10,1,10,Jessica Pearson,Mike Ross,8.366600265340756,1
S01E10,1,10,Daniel Hardman,Harvey Specter,8.0,1
S01E10,1,10,Harvey Specter,Paula Agard,8.0,1
S01E10,1,10,Daniel Hardman,Mike Ross,7.483314773547883,1
S01E10,1,10,Mike Ross,Paula Agard,7.483314773547883,1
S01E10,1,10,Louis Litt,Rachel Zane,6.0,1
S01E10,1,10,Brian Altman,Harvey Specter,5.656854249492381,1
S01E10,1,10,Jenny Griffith,Louis Litt,5.477225575051661,1
S01E10,1,10,Jenny Griffith,Rachel Zane,5.477225575051661,1
S01E10,1,10,Jessica Pearson,Louis Litt,5.477225575051661,1
S01E10,1,10,Jessica Pearson,Rachel Zane,5.477225575051661,1
S01E10,1,10,Brian Altman,Mike Ross,5.291502622129181,1
S01E10,1,10,Jenny Griffith,Jessica Pearson,5.0,1
S01E10,1,10,Daniel Hardman,Louis Litt,4.898979485566356,1
S01E10,1,10,Daniel Hardman,Rachel Zane,4.898979485566356,1
S01E10,1,10,Louis Litt,Paula Agard,4.898979485566356,1
S01E10,1,10,Paula Agard,Rachel Zane,4.898979485566356,1
S01E10,1,10,Daniel Hardman,Jenny Griffith,4.47213595499958,1
S01E10,1,10,Daniel Hardman,Jessica Pearson,4.47213595499958,1
S01E10,1,10,Jenny Griffith,Paula Agard,4.47213595499958,1
S01E10,1,10,Jessica Pearson,Paula Agard,4.47213595499958,1
S01E10,1,10,Daniel Hardman,Paula Agard,4.0,1
S01E10,1,10,Brian Altman,Louis Litt,3.4641016151377544,1
S01E10,1,10,Brian Altman,Rachel Zane,3.4641016151377544,1
S01E10,1,10,Brian Altman,Jenny Griffith,3.1622776601683795,1
S01E10,1,10,Brian Altman,Jessica Pearson,3.1622776601683795,1
S01E10,1,10,Brian Altman,Daniel Hardman,2.8284271247461903,1
S01E10,1,10,Brian Altman,Paula Agard,2.8284271247461903,1
S01E11,1,11,Harvey Specter,Louis Litt,31.432467291003423,1
S01E11,1,11,Harvey Specter,Jessica Pearson,18.49324200890693,1
S01E11,1,11,Harvey Specter,Jenny Griffith,16.30950643030009,1
S01E11,1,11,Harvey Specter,Mike Ross,16.30950643030009,1
S01E11,1,11,Harvey Specter,Rachel Zane,16.30950643030009,1
S01E11,1,11,Jessica Pearson,Louis Litt,15.297058540778355,1
S01E11,1,11,Jenny Griffith,Louis Litt,13.490737563232042,1
S01E11,1,11,Louis Litt,Mike Ross,13.490737563232042,1
S01E11,1,11,Louis Litt,Rachel Zane,13.490737563232042,1
