episode_id,season,episode_num,topic_00,topic_01,topic_02,topic_03,topic_04,topic_05,topic_06,topic_07,topic_08,topic_09,dominant_topic,dominant_topic_label,topic_00_smooth,topic_01_smooth,topic_02_smooth,topic_03_smooth,topic_04_smooth,topic_05_smooth,topic_06_smooth,topic_07_smooth,topic_08_smooth,topic_09_smooth
S07E14,7,14,0.0067,0.0001,0.0001,0.0001,0.6245,0.3061,0.0001,0.0001,0.0001,0.0624,4,"Topic 4: gonna, partner, business",0.0023,0.0001,0.0001,0.0484,0.5041,0.3001,0.0001,0.0001,0.0001,0.1448
S07E15,7,15,0.0001,0.0001,0.0001,0.0001,0.3493,0.2784,0.0001,0.0001,0.0001,0.3719,9,"Topic 9: gonna, oliver, nathan",0.0023,0.0001,0.0001,0.0001,0.4459,0.3116,0.0001,0.0001,0.0001,0.2399
S07E16,7,16,0.0,0.0,0.0,0.0,0.364,0.3502,0.0,0.0,0.0,0.2854,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0001,0.4315,0.3435,0.0001,0.0001,0.0001,0.2246
S08E01,8,1,0.0001,0.0001,0.0001,0.0001,0.5812,0.4019,0.0001,0.0001,0.0001,0.0165,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0001,0.4966,0.3585,0.0001,0.0001,0.0001,0.1445
S08E02,8,2,0.0001,0.0001,0.0001,0.0001,0.5447,0.3234,0.0001,0.0001,0.0001,0.1315,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0001,0.4747,0.393,0.0001,0.0001,0.0001,0.1319
S08E03,8,3,0.0001,0.0001,0.0001,0.0001,0.2983,0.4536,0.0001,0.0001,0.0001,0.2477,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.4964,0.3727,0.0001,0.0001,0.0001,0.1306
S08E04,8,4,0.0001,0.0001,0.0001,0.0001,0.6461,0.341,0.0001,0.0001,0.0001,0.0125,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0001,0.3933,0.4084,0.0001,0.0001,0.0001,0.1979
S08E05,8,5,0.0001,0.0001,0.0001,0.0001,0.2354,0.4306,0.0001,0.0001,0.0001,0.3336,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.5047,0.3795,0.0001,0.0001,0.0001,0.1154
S08E06,8,6,0.0001,0.0001,0.0001,0.0001,0.6327,0.3668,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0001,0.3974,0.398,0.0001,0.0001,0.0001,0.2042
S08E07,8,7,0.0001,0.0001,0.0001,0.0001,0.3242,0.3965,0.0001,0.0001,0.0001,0.279,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.5291,0.3775,0.0001,0.0001,0.0001,0.0931
S08E08,8,8,0.0001,0.0001,0.0001,0.0001,0.6303,0.3693,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0733,0.4359,0.3975,0.0001,0.0001,0.0001,0.0931
S08E09,8,9,0.0001,0.0001,0.0001,0.2196,0.3533,0.4268,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0732,0.4798,0.438,0.0001,0.0001,0.0001,0.0087
S08E10,8,10,0.0,0.0,0.0,0.0,0.4559,0.5178,0.0,0.0,0.0,0.026,5,"Topic 5: gonna, samantha, faye",0.0,0.0,0.0,0.0732,0.4758,0.442,0.0,0.0,0.0,0.0087
S08E11,8,11,0.0,0.0,0.0,0.0,0.6183,0.3813,0.0,0.0,0.0,0.0,4,"Topic 4: gonna, partner, business",0.0,0.0,0.0,0.0123,0.5706,0.4081,0.0,0.0,0.0,0.0087
S08E12,8,12,0.0001,0.0001,0.0001,0.0369,0.6375,0.3252,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0123,0.612,0.3753,0.0001,0.0001,0.0001,0.0001
S08E13,8,13,0.0001,0.0001,0.0001,0.0001,0.5801,0.4194,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0123,0.6104,0.3769,0.0001,0.0001,0.0001,0.0001
S08E14,8,14,0.0,0.0,0.0,0.0,0.6135,0.3861,0.0,0.0,0.0,0.0,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0001,0.6241,0.3754,0.0001,0.0001,0.0001,0.0001
S08E15,8,15,0.0001,0.0001,0.0001,0.0001,0.6788,0.3207,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0001,0.6516,0.3479,0.0001,0.0001,0.0001,0.0001
S08E16,8,16,0.0001,0.0001,0.0001,0.0001,0.6626,0.3369,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0298,0.5967,0.3731,0.0001,0.0001,0.0001,0.0001
S09E01,9,1,0.0001,0.0001,0.0001,0.0892,0.4487,0.4617,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0434,0.5353,0.4209,0.0001,0.0001,0.0001,0.0001
S09E02,9,2,0.0001,0.0001,0.0001,0.041,0.4947,0.464,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0496,0.4811,0.4689,0.0001,0.0001,0.0001,0.0001
S09E03,9,3,0.0001,0.0001,0.0001,0.0186,0.4999,0.4811,0.0001,0.0001,0.0001,0.0001,4,"Topic 4: gonna, partner, business",0.0001,0.0001,0.0001,0.0629,0.4689,0.4679,0.0001,0.0001,0.0001,0.0001
S09E04,9,4,0.0001,0.0001,0.0001,0.129,0.4121,0.4585,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0492,0.304,0.6464,0.0001,0.0001,0.0001,0.0001
S09E05,9,5,0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0431,0.1374,0.8192,0.0001,0.0001,0.0001,0.0001
S09E06,9,6,0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001
S09E07,9,7,0.0001,0.0001,0.0001,0.0001,0.0001,0.9994,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001
S09E08,9,8,0.0,0.0,0.0,0.0,0.0,0.9996,0.0,0.0,0.0,0.0,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001
S09E09,9,9,0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001
S09E10,9,10,0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001,5,"Topic 5: gonna, samantha, faye",0.0001,0.0001,0.0001,0.0001,0.0001,0.9995,0.0001,0.0001,0.0001,0.0001
