episode_id,season,episode_num,character,degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,weighted_degree
S03E07,3,7,Daniel Hardman,1.0,0.375,0.122687,0.048658,26.383
S03E07,3,7,Katrina Bennett,1.0,0.375,0.122687,0.048658,26.383
S03E08,3,8,Harvey Specter,1.0,0.0,0.516757,0.201069,65.299
S03E08,3,8,Harold Gunderson,1.0,0.0,0.445566,0.163526,52.26
S03E08,3,8,Louis Litt,1.0,0.0,0.445566,0.163526,52.26
S03E08,3,8,Donna Paulsen,1.0,0.0,0.336932,0.12228,37.65
S03E08,3,8,Rachel Zane,1.0,0.0,0.307596,0.112495,34.147
S03E08,3,8,Jessica Pearson,1.0,0.0,0.272013,0.101056,30.036
S03E08,3,8,Mike Ross,1.0,0.309524,0.163975,0.068024,18.074
S03E08,3,8,Norma,1.0,0.309524,0.163975,0.068024,18.074
S03E09,3,9,Harvey Specter,1.0,0.0,0.484753,0.166683,126.183
S03E09,3,9,Louis Litt,1.0,0.0,0.45279,0.151303,113.753
S03E09,3,9,Jessica Pearson,1.0,0.0,0.376309,0.122012,89.813
S03E09,3,9,Dana Scott,1.0,0.0,0.340828,0.110325,80.173
S03E09,3,9,Rachel Zane,1.0,0.0,0.294788,0.09618,68.444
S03E09,3,9,Donna Paulsen,1.0,0.0,0.230627,0.077705,53.03
S03E09,3,9,Mike Ross,1.0,0.0,0.230627,0.077705,53.03
S03E09,3,9,Robert Zane,1.0,0.0,0.230627,0.077705,53.03
S03E09,3,9,Daniel Hardman,1.0,0.180556,0.166969,0.060192,38.326
S03E09,3,9,Katrina Bennett,1.0,0.180556,0.166969,0.060192,38.326
S03E10,3,10,Harvey Specter,1.0,0.0,0.492376,0.164544,166.475
S03E10,3,10,Dana Scott,1.0,0.0,0.376962,0.116504,114.586
S03E10,3,10,Mike Ross,1.0,0.0,0.376962,0.116504,114.586
S03E10,3,10,Jessica Pearson,1.0,0.0,0.31457,0.097045,93.238
S03E10,3,10,Sheila Sazs,1.0,0.0,0.286668,0.088979,84.338
S03E10,3,10,Rachel Zane,1.0,0.0,0.270707,0.08449,79.375
S03E10,3,10,Louis Litt,1.0,0.0,0.253036,0.079609,73.967
