episode_id,season,episode_num,character,influence_score,influence_rank,rank_change,influence_smooth
S04E04,4,4,Rachel Zane,0.093142,5,1,0.17825
S04E04,4,4,Sean Cahill,0.093142,5,-2,0.103201
S04E04,4,4,Charles Forstman,0.069699,7,-1,0.129291
S04E04,4,4,Donna Paulsen,0.041213,8,3,0.170266
S04E04,4,4,Jessica Pearson,0.039039,9,3,0.207233
S04E04,4,4,Brian Altman,0.006522,10,1,0.055446
S04E05,4,5,Harvey Specter,0.470454,1,0,0.4771
S04E05,4,5,Mike Ross,0.445276,2,0,0.413394
S04E05,4,5,Louis Litt,0.338776,3,-2,0.325369
S04E05,4,5,Rachel Zane,0.306369,4,0,0.220476
S04E05,4,5,Donna Paulsen,0.24791,5,-2,0.157351
S04E05,4,5,Jessica Pearson,0.227865,6,0,0.165636
S04E05,4,5,Sean Cahill,0.21129,7,-1,0.138346
S04E05,4,5,Charles Forstman,0.188883,8,5,0.182312
S04E05,4,5,Esther Litt,0.002273,9,0,0.003089
S04E05,4,5,Sheila Sazs,0.002273,9,0,0.069263
S04E06,4,6,Harvey Specter,0.480412,1,-2,0.432539
S04E06,4,6,Mike Ross,0.41577,2,1,0.44563
S04E06,4,6,Charles Forstman,0.288353,3,-3,0.229795
S04E06,4,6,Rachel Zane,0.261917,4,0,0.295391
S04E06,4,6,Louis Litt,0.26037,5,3,0.323548
S04E06,4,6,Jessica Pearson,0.230004,6,1,0.239147
S04E06,4,6,Donna Paulsen,0.182929,7,-1,0.176265
S04E06,4,6,Sean Cahill,0.110607,8,4,0.214458
S04E06,4,6,Sheila Sazs,0.003093,9,2,0.046244
S04E07,4,7,Mike Ross,0.475843,1,-2,0.434279
S04E07,4,7,Louis Litt,0.371499,2,0,0.348133
S04E07,4,7,Harvey Specter,0.346752,3,2,0.431663
S04E07,4,7,Rachel Zane,0.317888,4,-2,0.258356
S04E07,4,7,Jessica Pearson,0.259572,5,-4,0.187143
S04E07,4,7,Charles Forstman,0.212148,6,1,0.258181
S04E07,4,7,Sheila Sazs,0.133366,7,-3,0.059834
S04E07,4,7,Donna Paulsen,0.097957,8,0,0.124324
S04E07,4,7,Esther Litt,0.001685,9,0,0.002044
S04E08,4,8,Harvey Specter,0.467826,1,0,0.428544
S04E08,4,8,Louis Litt,0.41253,2,0,0.415729
S04E08,4,8,Mike Ross,0.411225,3,-3,0.377724
S04E08,4,8,Sean Cahill,0.321478,4,-1,0.257484
S04E08,4,8,Charles Forstman,0.274042,5,1,0.283466
S04E08,4,8,Rachel Zane,0.195264,6,-2,0.209705
S04E08,4,8,Katrina Bennett,0.113249,7,-3,0.053697
S04E08,4,8,Donna Paulsen,0.092086,8,1,0.102441
S04E08,4,8,Jessica Pearson,0.071853,9,6,0.232316
S04E08,4,8,Sheila Sazs,0.043042,10,5,0.121163
S04E08,4,8,Norma,0.001304,11,1,0.012855
S04E09,4,9,Harvey Specter,0.471053,1,-1,0.426339
S04E09,4,9,Louis Litt,0.463158,2,1,0.457211
S04E09,4,9,Jessica Pearson,0.365523,3,0,0.249009
S04E09,4,9,Charles Forstman,0.364207,4,-6,0.2132
S04E09,4,9,Sean Cahill,0.340367,5,0,0.289354
S04E09,4,9,Mike Ross,0.246103,6,2,0.314945
S04E09,4,9,Donna Paulsen,0.11728,7,0,0.106889
S04E09,4,9,Rachel Zane,0.115964,8,-1,0.114338
S04E09,4,9,Daniel Hardman,0.039605,9,-2,0.024429
S04E09,4,9,Katrina Bennett,0.001316,10,2,0.063503
S04E10,4,10,Louis Litt,0.495946,1,0,0.492165
S04E10,4,10,Harvey Specter,0.340138,2,-1,0.358215
S04E10,4,10,Jessica Pearson,0.309651,3,1,0.314325
S04E10,4,10,Mike Ross,0.287507,4,0,0.251241
S04E10,4,10,Sheila Sazs,0.187082,5,-8,0.077191
S04E10,4,10,Robert Zane,0.124157,6,0,0.118023
S04E10,4,10,Donna Paulsen,0.111301,7,0,0.119334
S04E10,4,10,Katrina Bennett,0.075945,8,-1,0.049806
S04E10,4,10,Rachel Zane,0.031785,9,4,0.096821
S04E10,4,10,Charles Forstman,0.001352,10,-1,0.131904
S04E10,4,10,Kyle Durant,0.001352,10,2,0.087105
S04E11,4,11,Louis Litt,0.517391,1,0,0.507561
S04E11,4,11,Jessica Pearson,0.267801,2,-1,0.273774
S04E11,4,11,Harvey Specter,0.263453,3,1,0.339859
S04E11,4,11,Mike Ross,0.220113,4,0,0.235369
S04E11,4,11,Rachel Zane,0.142714,5,0,0.095592
S04E11,4,11,Robert Zane,0.13232,6,-3,0.086217
S04E11,4,11,Donna Paulsen,0.129422,7,0,0.107296
S04E11,4,11,Dana Scott,0.101793,8,1,0.14705
S04E11,4,11,Katrina Bennett,0.072157,9,1,0.051237
S04E11,4,11,Norma,0.031602,10,1,0.011721
S04E11,4,11,Charles Forstman,0.030153,11,9,0.151726
S04E11,4,11,Daniel Hardman,0.030153,11,6,0.060678
S04E11,4,11,Sheila Sazs,0.001449,13,8,0.123384
S04E12,4,12,Louis Litt,0.509346,1,0,0.507463
S04E12,4,12,Harvey Specter,0.415987,2,0,0.354244
S04E12,4,12,Jessica Pearson,0.24387,3,-4,0.211662
S04E12,4,12,Mike Ross,0.198487,4,1,0.246089
S04E12,4,12,Daniel Hardman,0.112277,5,0,0.119098
S04E12,4,12,Rachel Zane,0.112277,5,-4,0.085722
S04E12,4,12,Donna Paulsen,0.081165,7,3,0.158099
S04E12,4,12,Katrina Bennett,0.005608,8,0,0.027371
S04E13,4,13,Louis Litt,0.495652,1,-1,0.487882
S04E13,4,13,Harvey Specter,0.383293,2,1,0.423068
S04E13,4,13,Mike Ross,0.319668,3,0,0.304503
S04E13,4,13,Donna Paulsen,0.26371,4,-1,0.211096
S04E13,4,13,Daniel Hardman,0.214865,5,-3,0.139401
S04E13,4,13,Trevor Evans,0.182794,6,-3,0.079066
S04E13,4,13,Jessica Pearson,0.123316,7,3,0.243632
S04E13,4,13,Katrina Bennett,0.004348,8,0,0.018638
S04E13,4,13,Esther Litt,0.002174,9,-1,0.001789
S04E13,4,13,Rachel Zane,0.002174,9,3,0.096941
S04E13,4,13,Robert Zane,0.002174,9,0,0.077499
S04E14,4,14,Harvey Specter,0.469925,1,0,0.448648
S04E14,4,14,Louis Litt,0.458647,2,-1,0.425581
S04E14,4,14,Mike Ross,0.395354,3,-2,0.313421
S04E14,4,14,Jessica Pearson,0.363709,4,0,0.243173
S04E14,4,14,Donna Paulsen,0.288413,5,3,0.343523
S04E14,4,14,Rachel Zane,0.176371,6,-1,0.060424
S04E14,4,14,Dana Scott,0.127636,7,-2,0.077481
S04E14,4,14,Daniel Hardman,0.091061,8,0,0.119459
S04E14,4,14,Norma,0.002256,9,3,0.050274
S04E15,4,15,Harvey Specter,0.492727,1,0,0.482438
S04E15,4,15,Donna Paulsen,0.478446,2,-2,0.351167
S04E15,4,15,Louis Litt,0.322443,3,0,0.364266
S04E15,4,15,Jessica Pearson,0.242493,4,-5,0.202681
S04E15,4,15,Mike Ross,0.22524,5,-3,0.240386
S04E15,4,15,Norma,0.116964,6,0,0.097179
S04E15,4,15,Rachel Zane,0.002727,7,0,0.115297
S04E16,4,16,Harvey Specter,0.484663,1,0,0.488276
S04E16,4,16,Charles Forstman,0.423674,2,-5,0.177342
S04E16,4,16,Louis Litt,0.311709,3,0,0.342769
S04E16,4,16,Donna Paulsen,0.286642,4,2,0.417006
S04E16,4,16,Sean Cahill,0.206217,5,-6,0.182747
S04E16,4,16,Norma,0.172316,6,0,0.133927
S04E16,4,16,Rachel Zane,0.166794,7,3,0.133272
S04E16,4,16,Mike Ross,0.100564,8,3,0.173297
S04E16,4,16,Jessica Pearson,0.00184,9,2,0.112553
S05E01,5,1,Harvey Specter,0.487437,1,0,0.479084
S05E01,5,1,Donna Paulsen,0.48593,2,-2,0.368227
S05E01,5,1,Louis Litt,0.394156,3,1,0.380117
S05E01,5,1,Rachel Zane,0.230295,4,-2,0.227289
S05E01,5,1,Mike Ross,0.194088,5,2,0.214967
S05E01,5,1,Norma,0.1125,6,-3,0.116219
S05E01,5,1,Jessica Pearson,0.093326,7,2,0.135003
S05E01,5,1,Jack Soloff,0.038523,8,1,0.091495
S05E01,5,1,Dana Scott,0.003015,9,0,0.044816
S05E01,5,1,Esther Litt,0.001508,10,7,0.141795
S05E02,5,2,Harvey Specter,0.465152,1,0,0.477378
S05E02,5,2,Louis Litt,0.434487,2,0,0.395708
S05E02,5,2,Mike Ross,0.350249,3,-3,0.245513
S05E02,5,2,Donna Paulsen,0.33211,4,0,0.34927
S05E02,5,2,Jessica Pearson,0.309844,5,0,0.203742
S05E02,5,2,Rachel Zane,0.284778,6,-3,0.173206
S05E02,5,2,Jack Soloff,0.234257,7,4,0.190323
S05E02,5,2,Harold Gunderson,0.120201,8,-3,0.192303
S05E02,5,2,Robert Zane,0.098002,9,2,0.096702
S05E02,5,2,Gretchen Bodinski,0.001515,10,2,0.021418
S05E03,5,3,Harvey Specter,0.479546,1,-1,0.465555
S05E03,5,3,Louis Litt,0.358482,2,1,0.422806
S05E03,5,3,Jack Soloff,0.298188,3,-6,0.17808
S05E03,5,3,Donna Paulsen,0.229771,4,-3,0.213971
S05E03,5,3,Jessica Pearson,0.208056,5,-4,0.173232
S05E03,5,3,Mike Ross,0.192203,6,1,0.249732
S05E03,5,3,Robert Zane,0.18993,7,3,0.215422
S05E03,5,3,Gretchen Bodinski,0.04132,8,-1,0.014877
S05E03,5,3,Rachel Zane,0.004546,9,3,0.164758
S05E04,5,4,Louis Litt,0.475449,1,-1,0.404056
S05E04,5,4,Harvey Specter,0.451968,2,1,0.472952
S05E04,5,4,Esther Litt,0.421703,3,-6,0.142336
S05E04,5,4,Robert Zane,0.358334,4,-8,0.183238
S05E04,5,4,Mike Ross,0.206745,5,-2,0.164329
S05E04,5,4,Rachel Zane,0.204949,6,0,0.126914
S05E04,5,4,Donna Paulsen,0.080032,7,3,0.195926
S05E04,5,4,Katrina Bennett,0.045957,8,0,0.03081
S05E04,5,4,Gretchen Bodinski,0.001796,9,-2,0.015005
S05E04,5,4,Jack Soloff,0.001796,9,6,0.216723
S05E04,5,4,Jessica Pearson,0.001796,9,4,0.13409
S05E05,5,5,Harvey Specter,0.487342,1,-1,0.448596
S05E05,5,5,Louis Litt,0.378236,2,1,0.444211
S05E05,5,5,Jack Soloff,0.350185,3,-1,0.209001
S05E05,5,5,Donna Paulsen,0.277976,4,-1,0.193168
S05E05,5,5,Jessica Pearson,0.192419,5,-1,0.13399
S05E05,5,5,Rachel Zane,0.171246,6,-1,0.171213
S05E05,5,5,Mike Ross,0.094038,7,4,0.215583
S05E05,5,5,Katrina Bennett,0.042126,8,-1,0.087607
S05E05,5,5,Dana Scott,0.003797,9,-1,0.004526
S05E05,5,5,Esther Litt,0.003797,9,5,0.249094
S05E05,5,5,Gretchen Bodinski,0.001899,11,2,0.017211
S05E06,5,6,Louis Litt,0.478947,1,0,0.443216
S05E06,5,6,Harvey Specter,0.406478,2,0,0.436885
S05E06,5,6,Mike Ross,0.345966,3,-4,0.190102
S05E06,5,6,Jack Soloff,0.275021,4,1,0.33296
S05E06,5,6,Donna Paulsen,0.221496,5,0,0.255476
S05E06,5,6,Jessica Pearson,0.207755,6,0,0.206265
S05E06,5,6,Rachel Zane,0.137444,7,-3,0.115932
S05E06,5,6,Daniel Hardman,0.05245,8,0,0.084168
S05E06,5,6,Gretchen Bodinski,0.047939,9,0,0.038388
S05E06,5,6,Dana Scott,0.006767,10,-1,0.004334
S05E07,5,7,Louis Litt,0.472464,1,-1,0.474196
S05E07,5,7,Harvey Specter,0.416836,2,1,0.432529
S05E07,5,7,Jack Soloff,0.373675,3,-5,0.237908
S05E07,5,7,Esther Litt,0.321781,4,-3,0.138861
S05E07,5,7,Donna Paulsen,0.266955,5,-1,0.227044
S05E07,5,7,Jessica Pearson,0.218621,6,1,0.235335
S05E07,5,7,Mike Ross,0.130301,7,4,0.288305
S05E07,5,7,Daniel Hardman,0.108993,8,-1,0.0543
S05E07,5,7,Gretchen Bodinski,0.065326,9,0,0.052859
S05E07,5,7,Rachel Zane,0.039106,10,6,0.164772
S05E07,5,7,Harold Gunderson,0.037657,11,0,0.080386
S05E07,5,7,Robert Zane,0.001449,12,5,0.179365
S05E08,5,8,Harvey Specter,0.474272,1,0,0.451916
S05E08,5,8,Louis Litt,0.471176,2,-1,0.439436
S05E08,5,8,Mike Ross,0.388649,3,-3,0.270175
S05E08,5,8,Rachel Zane,0.317766,4,-1,0.227267
S05E08,5,8,Jessica Pearson,0.279629,5,-2,0.25337
S05E08,5,8,Donna Paulsen,0.19268,6,-2,0.189831
S05E08,5,8,Esther Litt,0.091004,7,-3,0.152606
S05E08,5,8,Jack Soloff,0.065027,8,4,0.264051
S05E08,5,8,Daniel Hardman,0.001456,9,7,0.171374
S05E09,5,9,Harvey Specter,0.464641,1,0,0.481264
S05E09,5,9,Daniel Hardman,0.403672,2,-1,0.208497
S05E09,5,9,Louis Litt,0.374669,3,-2,0.348613
S05E09,5,9,Jack Soloff,0.35345,4,1,0.212947
S05E09,5,9,Rachel Zane,0.324928,5,-6,0.215044
S05E09,5,9,Mike Ross,0.291575,6,-2,0.251182
S05E09,5,9,Jessica Pearson,0.261861,7,5,0.276476
S05E09,5,9,Donna Paulsen,0.109857,8,-3,0.101659
S05E09,5,9,Gretchen Bodinski,0.045313,9,0,0.052704
S05E09,5,9,Trevor Evans,0.045313,9,3,0.10909
S05E09,5,9,Benjamin,0.001658,11,2,0.065255
S05E09,5,9,Sean Cahill,0.001658,11,1,0.070125
S05E10,5,10,Harvey Specter,0.504878,1,0,0.478875
S05E10,5,10,Jessica Pearson,0.287938,2,-1,0.275998
S05E10,5,10,Daniel Hardman,0.220364,3,-9,0.228375
S05E10,5,10,Jack Soloff,0.220364,3,-6,0.226919
S05E10,5,10,Louis Litt,0.199994,5,1,0.271992
S05E10,5,10,Trevor Evans,0.099163,6,-8,0.049036
S05E10,5,10,Charles Forstman,0.078199,7,-1,0.22231
S05E10,5,10,Mike Ross,0.073321,8,6,0.275141
S05E10,5,10,Gretchen Bodinski,0.047472,9,-4,0.032244
S05E10,5,10,Esther Litt,0.045033,10,1,0.059127
S05E10,5,10,Dana Scott,0.002439,11,0,0.02387
S05E10,5,10,Donna Paulsen,0.002439,11,5,0.112151
S05E10,5,10,Rachel Zane,0.002439,11,6,0.188244
S05E11,5,11,Harvey Specter,0.467105,1,-1,0.475401
S05E11,5,11,Mike Ross,0.460526,2,-1,0.326117
S05E11,5,11,Jessica Pearson,0.278196,3,-4,0.236401
S05E11,5,11,Louis Litt,0.241312,4,0,0.242149
S05E11,5,11,Rachel Zane,0.237365,5,-3,0.115972
S05E11,5,11,Donna Paulsen,0.224156,6,5,0.233561
S05E11,5,11,Robert Zane,0.178313,7,0,0.133996
S05E11,5,11,Charles Forstman,0.165058,8,0,0.082016
S05E11,5,11,Jack Soloff,0.106943,9,-1,0.110317
S05E11,5,11,Anita Gibbs,0.08451,10,4,0.080328
S05E11,5,11,Dana Scott,0.062404,11,0,0.022424
S05E11,5,11,Daniel Hardman,0.061088,12,1,0.094226
S05E11,5,11,Gretchen Bodinski,0.003947,13,1,0.017545
S05E11,5,11,Trevor Evans,0.002632,14,3,0.03434
S05E12,5,12,Donna Paulsen,0.474089,1,-9,0.264667
S05E12,5,12,Harvey Specter,0.45422,2,0,0.449526
S05E12,5,12,Mike Ross,0.444503,3,2,0.45501
S05E12,5,12,Louis Litt,0.28514,4,-1,0.273615
S05E12,5,12,Sheila Sazs,0.181621,5,-1,0.131296
S05E12,5,12,Anita Gibbs,0.153177,6,2,0.200247
S05E12,5,12,Jessica Pearson,0.143068,7,-1,0.193611
S05E12,5,12,Rachel Zane,0.108112,8,5,0.251574
S05E12,5,12,Norma,0.06384,9,-1,0.060251
S05E12,5,12,Jack Soloff,0.003644,10,3,0.105503
S05E12,5,12,Dana Scott,0.002429,11,3,0.0748
S05E12,5,12,Gretchen Bodinski,0.001215,12,1,0.002456
S05E13,5,13,Mike Ross,0.46,1,0,0.462107
S05E13,5,13,Harvey Specter,0.427252,2,-1,0.393406
S05E13,5,13,Rachel Zane,0.409245,3,-2,0.238439
S05E13,5,13,Anita Gibbs,0.363053,4,2,0.277493
S05E13,5,13,Louis Litt,0.294392,5,1,0.264748
S05E13,5,13,Sheila Sazs,0.210819,6,0,0.190869
S05E13,5,13,Jack Soloff,0.205921,7,-5,0.07129
S05E13,5,13,Dana Scott,0.159568,8,3,0.125491
S05E13,5,13,Jessica Pearson,0.159568,8,0,0.14138
S05E13,5,13,Donna Paulsen,0.095757,10,0,0.222949
S05E13,5,13,Daniel Hardman,0.001225,11,3,0.021701
S05E13,5,13,Trevor Evans,0.001225,11,4,0.055203
S05E14,5,14,Mike Ross,0.481818,1,0,0.475645
S05E14,5,14,Anita Gibbs,0.316249,2,-3,0.300918
S05E14,5,14,Harvey Specter,0.298746,3,1,0.399194
S05E14,5,14,Louis Litt,0.214711,4,1,0.26279
S05E14,5,14,Rachel Zane,0.197959,5,-1,0.261582
S05E14,5,14,Sheila Sazs,0.180167,6,-4,0.130794
S05E14,5,14,Trevor Evans,0.161752,7,0,0.081489
S05E14,5,14,Jessica Pearson,0.121503,8,1,0.11751
S05E14,5,14,Benjamin,0.117197,9,1,0.054135
S05E14,5,14,Donna Paulsen,0.099001,10,6,0.155575
S05E14,5,14,Harold Gunderson,0.0833,11,8,0.126538
S05E14,5,14,Jack Soloff,0.004306,12,2,0.099412
S05E14,5,14,Jenny Griffith,0.002871,13,0,0.00295
S05E15,5,15,Mike Ross,0.485116,1,0,0.479783
S05E15,5,15,Harvey Specter,0.471583,2,0,0.384542
S05E15,5,15,Louis Litt,0.279266,3,-3,0.239884
S05E15,5,15,Donna Paulsen,0.271968,4,-1,0.206541
S05E15,5,15,Anita Gibbs,0.223453,5,-3,0.242993
S05E15,5,15,Rachel Zane,0.177541,6,3,0.240995
S05E15,5,15,Jessica Pearson,0.071459,7,3,0.155515
S05E15,5,15,Charles Forstman,0.002791,8,-2,0.056783
S05E15,5,15,Daniel Hardman,0.002791,8,-3,0.001722
S05E15,5,15,Sheila Sazs,0.001395,10,-1,0.060904
S05E16,5,16,Mike Ross,0.472414,1,-2,0.426589
S05E16,5,16,Harvey Specter,0.383296,2,0,0.419529
S05E16,5,16,Rachel Zane,0.347484,3,-3,0.207862
S05E16,5,16,Jessica Pearson,0.273582,4,-1,0.167916
S05E16,5,16,Donna Paulsen,0.248653,5,1,0.238101
S05E16,5,16,Louis Litt,0.225674,6,5,0.334735
S05E16,5,16,Robert Zane,0.222226,7,0,0.187029
S05E16,5,16,Anita Gibbs,0.189278,8,1,0.162796
S05E16,5,16,Katrina Bennett,0.174737,9,0,0.120921
S05E16,5,16,Jack Soloff,0.088009,10,7,0.119283
S05E16,5,16,Daniel Hardman,0.001149,11,1,0.002147
S05E16,5,16,Sheila Sazs,0.001149,11,2,0.001629
S06E01,6,1,Louis Litt,0.499265,1,-5,0.295996
S06E01,6,1,Harvey Specter,0.403707,2,1,0.424834
S06E01,6,1,Mike Ross,0.322237,3,1,0.389412
S06E01,6,1,Donna Paulsen,0.193683,4,-4,0.193374
S06E01,6,1,Jessica Pearson,0.158708,5,0,0.218769
S06E01,6,1,Rachel Zane,0.09856,6,3,0.237193
S06E01,6,1,Anita Gibbs,0.075656,7,-4,0.102551
S06E01,6,1,Benjamin,0.043551,8,1,0.138727
S06E01,6,1,Esther Litt,0.041345,9,-2,0.029612
S06E01,6,1,Norma,0.004412,10,-2,0.037522
S06E01,6,1,Gretchen Bodinski,0.002206,11,2,0.029086
S06E02,6,2,Harvey Specter,0.4875,1,0,0.458473
S06E02,6,2,Mike Ross,0.373584,2,0,0.35366
S06E02,6,2,Jack Soloff,0.265535,3,-7,0.118283
S06E02,6,2,Rachel Zane,0.265535,3,-3,0.187618
S06E02,6,2,Jessica Pearson,0.224018,5,0,0.216123
S06E02,6,2,Louis Litt,0.163048,6,2,0.328399
S06E02,6,2,Robert Zane,0.160547,7,-2,0.128476
S06E02,6,2,Donna Paulsen,0.137786,8,5,0.225619
S06E02,6,2,Gretchen Bodinski,0.083837,9,2,0.040783
S06E02,6,2,Charles Forstman,0.0025,10,2,0.002641
S06E02,6,2,Daniel Hardman,0.0025,10,-1,0.001791
S06E02,6,2,Sean Cahill,0.0025,10,3,0.033924
S06E03,6,3,Harvey Specter,0.484211,1,-1,0.464383
S06E03,6,3,Mike Ross,0.36516,2,1,0.415336
S06E03,6,3,Donna Paulsen,0.345387,3,-3,0.218296
S06E03,6,3,Louis Litt,0.322885,4,-1,0.230031
S06E03,6,3,Jessica Pearson,0.265644,5,-2,0.175323
S06E03,6,3,Rachel Zane,0.198759,6,3,0.239341
S06E03,6,3,Sean Cahill,0.097615,7,3,0.104777
S06E03,6,3,Charles Forstman,0.002632,8,2,0.072818
S06E03,6,3,Stu Buzzini,0.002632,8,-1,0.002154
S06E04,6,4,Mike Ross,0.507263,1,-1,0.429108
S06E04,6,4,Harvey Specter,0.421438,2,1,0.464123
S06E04,6,4,Rachel Zane,0.253728,3,0,0.255833
S06E04,6,4,Sean Cahill,0.214216,4,-1,0.167766
S06E04,6,4,Louis Litt,0.20416,5,1,0.27564
S06E04,6,4,Donna Paulsen,0.171716,6,0,0.224023
S06E04,6,4,Gretchen Bodinski,0.036307,7,-2,0.040829
S06E04,6,4,Jessica Pearson,0.036307,7,-1,0.144986
S06E04,6,4,Leonard Bailey,0.001676,9,2,0.077149
S06E04,6,4,Stu Buzzini,0.001676,9,0,0.002217
S06E05,6,5,Harvey Specter,0.486719,1,-2,0.429119
S06E05,6,5,Mike Ross,0.414902,2,1,0.462227
S06E05,6,5,Rachel Zane,0.315012,3,-2,0.271518
S06E05,6,5,Louis Litt,0.299876,4,0,0.267585
S06E05,6,5,Sean Cahill,0.191466,5,3,0.283345
S06E05,6,5,Donna Paulsen,0.154965,6,-1,0.143496
S06E05,6,5,Leonard Bailey,0.152621,7,1,0.123118
S06E05,6,5,Jessica Pearson,0.133006,8,0,0.059663
S06E05,6,5,Gretchen Bodinski,0.002344,9,0,0.028738
S06E05,6,5,Sheila Sazs,0.002344,9,-2,0.001984
S06E05,6,5,Stu Buzzini,0.002344,9,0,0.017194
S06E06,6,6,Mike Ross,0.464516,1,-2,0.411005
S06E06,6,6,Sean Cahill,0.444354,2,-3,0.290655
S06E06,6,6,Harvey Specter,0.379201,3,2,0.446564
S06E06,6,6,Louis Litt,0.298719,4,2,0.322317
S06E06,6,6,Rachel Zane,0.245815,5,-3,0.240144
S06E06,6,6,Leonard Bailey,0.215058,6,0,0.196301
S06E06,6,6,Donna Paulsen,0.103807,7,3,0.172113
S06E06,6,6,Jessica Pearson,0.009677,8,1,0.101582
S06E07,6,7,Harvey Specter,0.473771,1,-1,0.424303
S06E07,6,7,Louis Litt,0.368355,2,-1,0.319268
S06E07,6,7,Mike Ross,0.353596,3,2,0.428831
S06E07,6,7,Donna Paulsen,0.257566,4,-4,0.12634
S06E07,6,7,Sean Cahill,0.236146,5,1,0.303983
S06E07,6,7,Leonard Bailey,0.221225,6,-1,0.183193
S06E07,6,7,Jessica Pearson,0.162064,7,2,0.106154
S06E07,6,7,Rachel Zane,0.159605,8,2,0.175111
S06E07,6,7,Gretchen Bodinski,0.047563,9,-1,0.017833
S06E07,6,7,Stu Buzzini,0.047563,9,3,0.070736
S06E07,6,7,Esther Litt,0.002459,11,1,0.015572
S06E07,6,7,Sheila Sazs,0.002459,11,2,0.01826
S06E08,6,8,Mike Ross,0.468382,1,0,0.441839
S06E08,6,8,Harvey Specter,0.419936,2,0,0.40215
S06E08,6,8,Louis Litt,0.290729,3,-4,0.274509
S06E08,6,8,Sean Cahill,0.231448,4,0,0.228315
S06E08,6,8,Jessica Pearson,0.146721,5,-1,0.164562
S06E08,6,8,Rachel Zane,0.119914,6,1,0.16037
S06E08,6,8,Leonard Bailey,0.113296,7,4,0.192819
S06E08,6,8,Donna Paulsen,0.017647,8,0,0.133204
S06E09,6,9,Mike Ross,0.50354,1,-4,0.410897
S06E09,6,9,Harvey Specter,0.312743,2,-2,0.363503
S06E09,6,9,Leonard Bailey,0.243935,3,0,0.255751
S06E09,6,9,Sean Cahill,0.21735,4,-6,0.164413
S06E09,6,9,Rachel Zane,0.201591,5,-2,0.155476
S06E09,6,9,Jessica Pearson,0.184901,6,5,0.265431
S06E09,6,9,Louis Litt,0.164442,7,5,0.301078
S06E09,6,9,Donna Paulsen,0.124399,8,0,0.093261
S06E09,6,9,Robert Zane,0.002655,9,0,0.082235
S06E10,6,10,Jessica Pearson,0.464671,1,-3,0.322223
S06E10,6,10,Louis Litt,0.448064,2,1,0.36049
S06E10,6,10,Leonard Bailey,0.410022,3,0,0.326978
S06E10,6,10,Harvey Specter,0.35783,4,1,0.345363
S06E10,6,10,Mike Ross,0.260769,5,3,0.379335
S06E10,6,10,Stu Buzzini,0.162301,6,-1,0.104653
S06E10,6,10,Rachel Zane,0.144922,7,0,0.171069
S06E10,6,10,Donna Paulsen,0.137737,8,2,0.155521
S06E10,6,10,Robert Zane,0.083504,9,4,0.098011
S06E10,6,10,Gretchen Bodinski,0.003593,10,2,0.072042
S06E11,6,11,Louis Litt,0.468965,1,-3,0.383131
S06E11,6,11,Mike Ross,0.373697,2,0,0.298741
S06E11,6,11,Harvey Specter,0.365517,3,2,0.421872
S06E11,6,11,Jessica Pearson,0.317097,4,-3,0.263682
S06E11,6,11,Robert Zane,0.207875,5,-4,0.118906
S06E11,6,11,Donna Paulsen,0.204426,6,3,0.19254
S06E11,6,11,Rachel Zane,0.166695,7,1,0.120391
S06E11,6,11,Gretchen Bodinski,0.164971,8,-1,0.05747
S06E11,6,11,Katrina Bennett,0.1459,9,0,0.122519
S06E11,6,11,Sean Cahill,0.044442,10,0,0.087905
S06E11,6,11,Anita Gibbs,0.042718,11,3,0.057128
S06E11,6,11,Oliver Grady,0.001724,12,7,0.04054
S06E12,6,12,Harvey Specter,0.542268,1,-2,0.441754
S06E12,6,12,Mike Ross,0.261758,2,0,0.356184
S06E12,6,12,Donna Paulsen,0.235457,3,-1,0.282396
S06E12,6,12,Louis Litt,0.232365,4,3,0.383777
S06E12,6,12,Oliver Grady,0.079357,5,-1,0.129476
S06E12,6,12,Rachel Zane,0.049555,6,1,0.20008
S06E12,6,12,Jessica Pearson,0.009278,7,-1,0.142694
S06E13,6,13,Louis Litt,0.45,1,-2,0.344437
S06E13,6,13,Mike Ross,0.433096,2,1,0.388481
S06E13,6,13,Harvey Specter,0.417477,3,1,0.46351
S06E13,6,13,Donna Paulsen,0.407306,4,-2,0.305808
S06E13,6,13,Rachel Zane,0.383989,5,0,0.240832
S06E13,6,13,Oliver Grady,0.307347,6,2,0.225807
S06E13,6,13,Benjamin,0.255433,7,0,0.134151
S06E13,6,13,Anita Gibbs,0.05301,8,3,0.109832
S06E13,6,13,Gretchen Bodinski,0.003846,9,-1,0.057449
S06E13,6,13,Sean Cahill,0.001923,10,2,0.01751
S06E14,6,14,Mike Ross,0.470588,1,0,0.457874
S06E14,6,14,Harvey Specter,0.430786,2,-1,0.407937
S06E14,6,14,Louis Litt,0.350947,3,1,0.393652
S06E14,6,14,Oliver Grady,0.290718,4,-4,0.224991
S06E14,6,14,Rachel Zane,0.288953,5,0,0.311283
S06E14,6,14,Donna Paulsen,0.274662,6,2,0.333792
S06E14,6,14,Benjamin,0.10347,7,1,0.199328
S06E14,6,14,Jessica Pearson,0.101706,8,-3,0.037547
S06E14,6,14,Katrina Bennett,0.046919,9,-1,0.066114
S06E14,6,14,Gretchen Bodinski,0.003529,10,0,0.016325
S06E15,6,15,Mike Ross,0.469939,1,0,0.474467
