scene_id,episode_id,season,episode_num,character,mention_count
S06E09_SC001,S06E09,6,9,Sean Cahill,10
S06E09_SC001,S06E09,6,9,Rachel Zane,9
S06E09_SC001,S06E09,6,9,Leonard Bailey,12
S06E09_SC001,S06E09,6,9,Jessica Pearson,8
S06E09_SC001,S06E09,6,9,Robert Zane,1
S06E10_SC001,S06E10,6,10,Jessica Pearson,28
S06E10_SC001,S06E10,6,10,Leonard Bailey,23
S06E10_SC001,S06E10,6,10,Harvey Specter,18
S06E10_SC001,S06E10,6,10,Mike Ross,11
S06E10_SC001,S06E10,6,10,Robert Zane,3
S06E10_SC001,S06E10,6,10,Louis Litt,27
S06E10_SC001,S06E10,6,10,Donna Paulsen,5
S06E10_SC001,S06E10,6,10,Gretchen Bodinski,1
S06E10_SC001,S06E10,6,10,Rachel Zane,5
S06E10_SC001,S06E10,6,10,Stu Buzzini,6
S06E11_SC001,S06E11,6,11,Louis Litt,33
S06E11_SC001,S06E11,6,11,Jessica Pearson,17
S06E11_SC001,S06E11,6,11,Harvey Specter,22
S06E11_SC001,S06E11,6,11,Donna Paulsen,9
S06E11_SC001,S06E11,6,11,Rachel Zane,7
S06E11_SC001,S06E11,6,11,Mike Ross,23
S06E11_SC001,S06E11,6,11,Robert Zane,9
S06E11_SC001,S06E11,6,11,Oliver Grady,1
S06E11_SC001,S06E11,6,11,Gretchen Bodinski,7
S06E11_SC001,S06E11,6,11,Katrina Bennett,6
S06E11_SC001,S06E11,6,11,Anita Gibbs,2
S06E11_SC001,S06E11,6,11,Sean Cahill,2
S06E12_SC001,S06E12,6,12,Harvey Specter,43
S06E12_SC001,S06E12,6,12,Mike Ross,12
S06E12_SC001,S06E12,6,12,Donna Paulsen,10
S06E12_SC001,S06E12,6,12,Jessica Pearson,1
S06E12_SC001,S06E12,6,12,Louis Litt,10
S06E12_SC001,S06E12,6,12,Oliver Grady,3
S06E12_SC001,S06E12,6,12,Rachel Zane,2
S06E13_SC001,S06E13,6,13,Harvey Specter,21
S06E13_SC001,S06E13,6,13,Anita Gibbs,2
S06E13_SC001,S06E13,6,13,Mike Ross,22
S06E13_SC001,S06E13,6,13,Louis Litt,24
S06E13_SC001,S06E13,6,13,Rachel Zane,18
S06E13_SC001,S06E13,6,13,Donna Paulsen,20
S06E13_SC001,S06E13,6,13,Benjamin,10
S06E13_SC001,S06E13,6,13,Oliver Grady,13
S06E13_SC001,S06E13,6,13,Gretchen Bodinski,1
S06E13_SC001,S06E13,6,13,Sean Cahill,1
S06E14_SC001,S06E14,6,14,Rachel Zane,15
S06E14_SC001,S06E14,6,14,Harvey Specter,28
S06E14_SC001,S06E14,6,14,Louis Litt,20
S06E14_SC001,S06E14,6,14,Mike Ross,33
S06E14_SC001,S06E14,6,14,Oliver Grady,15
S06E14_SC001,S06E14,6,14,Jessica Pearson,4
S06E14_SC001,S06E14,6,14,Donna Paulsen,14
S06E14_SC001,S06E14,6,14,Benjamin,4
S06E14_SC001,S06E14,6,14,Katrina Bennett,2
S06E14_SC001,S06E14,6,14,Gretchen Bodinski,1
S06E15_SC001,S06E15,6,15,Donna Paulsen,17
S06E15_SC001,S06E15,6,15,Mike Ross,32
S06E15_SC001,S06E15,6,15,Harvey Specter,22
S06E15_SC001,S06E15,6,15,Benjamin,11
S06E15_SC001,S06E15,6,15,Rachel Zane,12
S06E15_SC001,S06E15,6,15,Louis Litt,21
S06E15_SC001,S06E15,6,15,Katrina Bennett,1
S06E15_SC001,S06E15,6,15,Oliver Grady,3
S06E15_SC001,S06E15,6,15,Stu Buzzini,4
S06E15_SC001,S06E15,6,15,Sheila Sazs,2
S06E16_SC001,S06E16,6,16,Mike Ross,42
S06E16_SC001,S06E16,6,16,Oliver Grady,8
S06E16_SC001,S06E16,6,16,Louis Litt,22
S06E16_SC001,S06E16,6,16,Harvey Specter,25
S06E16_SC001,S06E16,6,16,Rachel Zane,3
S06E16_SC001,S06E16,6,16,Anita Gibbs,13
S06E16_SC001,S06E16,6,16,Donna Paulsen,19
S06E16_SC001,S06E16,6,16,Benjamin,6
S06E16_SC001,S06E16,6,16,Stu Buzzini,4
S06E16_SC001,S06E16,6,16,Gretchen Bodinski,2
S06E16_SC001,S06E16,6,16,Jessica Pearson,1
S07E01_SC001,S07E01,7,1,Louis Litt,36
S07E01_SC001,S07E01,7,1,Benjamin,1
S07E01_SC001,S07E01,7,1,Donna Paulsen,25
S07E01_SC001,S07E01,7,1,Harvey Specter,39
S07E01_SC001,S07E01,7,1,Mike Ross,12
S07E01_SC001,S07E01,7,1,Jessica Pearson,11
S07E01_SC001,S07E01,7,1,Gretchen Bodinski,6
S07E01_SC001,S07E01,7,1,Brian Altman,2
S07E01_SC001,S07E01,7,1,Esther Litt,1
S07E01_SC001,S07E01,7,1,Rachel Zane,10
S07E01_SC001,S07E01,7,1,Katrina Bennett,1
S07E01_SC001,S07E01,7,1,Thomas Kessler,1
S07E01_SC001,S07E01,7,1,Paula Agard,1
S07E01_SC001,S07E01,7,1,Oliver Grady,2
S07E02_SC001,S07E02,7,2,Harvey Specter,39
S07E02_SC001,S07E02,7,2,Louis Litt,21
S07E02_SC001,S07E02,7,2,Donna Paulsen,12
S07E02_SC001,S07E02,7,2,Jessica Pearson,15
S07E02_SC001,S07E02,7,2,Paula Agard,1
S07E02_SC001,S07E02,7,2,Esther Litt,1
S07E02_SC001,S07E02,7,2,Katrina Bennett,3
S07E02_SC001,S07E02,7,2,Alex Williams,11
S07E02_SC001,S07E02,7,2,Gretchen Bodinski,3
S07E02_SC001,S07E02,7,2,Mike Ross,12
S07E02_SC001,S07E02,7,2,Rachel Zane,3
S07E03_SC001,S07E03,7,3,Rachel Zane,15
S07E03_SC001,S07E03,7,3,Harvey Specter,32
S07E03_SC001,S07E03,7,3,Alex Williams,16
S07E03_SC001,S07E03,7,3,Louis Litt,33
S07E03_SC001,S07E03,7,3,Donna Paulsen,15
S07E03_SC001,S07E03,7,3,Mike Ross,19
S07E03_SC001,S07E03,7,3,Paula Agard,1
S07E03_SC001,S07E03,7,3,Oliver Grady,2
S07E04_SC001,S07E04,7,4,Mike Ross,22
S07E04_SC001,S07E04,7,4,Louis Litt,26
S07E04_SC001,S07E04,7,4,Alex Williams,16
S07E04_SC001,S07E04,7,4,Rachel Zane,15
S07E04_SC001,S07E04,7,4,Harvey Specter,43
S07E04_SC001,S07E04,7,4,Donna Paulsen,11
S07E04_SC001,S07E04,7,4,Jessica Pearson,7
S07E04_SC001,S07E04,7,4,Katrina Bennett,2
S07E04_SC001,S07E04,7,4,Robert Zane,3
S07E04_SC001,S07E04,7,4,Oliver Grady,8
S07E04_SC001,S07E04,7,4,Daniel Hardman,1
S07E05_SC001,S07E05,7,5,Oliver Grady,19
S07E05_SC001,S07E05,7,5,Harvey Specter,34
S07E05_SC001,S07E05,7,5,Mike Ross,17
S07E05_SC001,S07E05,7,5,Louis Litt,27
S07E05_SC001,S07E05,7,5,Paula Agard,6
S07E05_SC001,S07E05,7,5,Donna Paulsen,11
S07E05_SC001,S07E05,7,5,Rachel Zane,7
S07E05_SC001,S07E05,7,5,Sean Cahill,3
S07E06_SC001,S07E06,7,6,Louis Litt,33
S07E06_SC001,S07E06,7,6,Donna Paulsen,23
S07E06_SC001,S07E06,7,6,Harvey Specter,38
S07E06_SC001,S07E06,7,6,Oliver Grady,9
S07E06_SC001,S07E06,7,6,Mike Ross,12
S07E06_SC001,S07E06,7,6,Jessica Pearson,1
S07E06_SC001,S07E06,7,6,Rachel Zane,14
S07E06_SC001,S07E06,7,6,Paula Agard,6
S07E06_SC001,S07E06,7,6,Brian Altman,8
S07E06_SC001,S07E06,7,6,Katrina Bennett,4
S07E06_SC001,S07E06,7,6,Alex Williams,7
S07E06_SC001,S07E06,7,6,Daniel Hardman,1
S07E07_SC001,S07E07,7,7,Daniel Hardman,8
S07E07_SC001,S07E07,7,7,Mike Ross,22
S07E07_SC001,S07E07,7,7,Harvey Specter,70
S07E07_SC001,S07E07,7,7,Alex Williams,22
S07E07_SC001,S07E07,7,7,Louis Litt,33
S07E07_SC001,S07E07,7,7,Jessica Pearson,23
S07E07_SC001,S07E07,7,7,Rachel Zane,4
S07E07_SC001,S07E07,7,7,Donna Paulsen,11
S07E07_SC001,S07E07,7,7,Benjamin,2
S07E07_SC001,S07E07,7,7,Anita Gibbs,3
S07E07_SC001,S07E07,7,7,Gretchen Bodinski,1
S07E08_SC001,S07E08,7,8,Harvey Specter,26
S07E08_SC001,S07E08,7,8,Rachel Zane,17
S07E08_SC001,S07E08,7,8,Alex Williams,11
S07E08_SC001,S07E08,7,8,Mike Ross,9
S07E08_SC001,S07E08,7,8,Paula Agard,3
S07E08_SC001,S07E08,7,8,Donna Paulsen,11
S07E08_SC001,S07E08,7,8,Robert Zane,24
S07E08_SC001,S07E08,7,8,Gretchen Bodinski,3
S07E08_SC001,S07E08,7,8,Louis Litt,17
S07E08_SC001,S07E08,7,8,Sheila Sazs,9
S07E08_SC001,S07E08,7,8,Brian Altman,1
S07E08_SC001,S07E08,7,8,Thomas Kessler,1
S07E09_SC001,S07E09,7,9,Harvey Specter,29
S07E09_SC001,S07E09,7,9,Louis Litt,26
S07E09_SC001,S07E09,7,9,Brian Altman,9
S07E09_SC001,S07E09,7,9,Gretchen Bodinski,5
S07E09_SC001,S07E09,7,9,Mike Ross,12
S07E09_SC001,S07E09,7,9,Jessica Pearson,2
S07E09_SC001,S07E09,7,9,Rachel Zane,3
S07E09_SC001,S07E09,7,9,Donna Paulsen,7
S07E09_SC001,S07E09,7,9,Robert Zane,2
S07E09_SC001,S07E09,7,9,Sheila Sazs,5
S07E09_SC001,S07E09,7,9,Alex Williams,1
S07E10_SC001,S07E10,7,10,Donna Paulsen,30
S07E10_SC001,S07E10,7,10,Harvey Specter,36
S07E10_SC001,S07E10,7,10,Louis Litt,32
S07E10_SC001,S07E10,7,10,Paula Agard,2
S07E10_SC001,S07E10,7,10,Alex Williams,5
S07E10_SC001,S07E10,7,10,Rachel Zane,8
S07E10_SC001,S07E10,7,10,Mike Ross,13
S07E10_SC001,S07E10,7,10,Sheila Sazs,3
S07E10_SC001,S07E10,7,10,Robert Zane,2
S07E10_SC001,S07E10,7,10,Jessica Pearson,6
S07E11_SC001,S07E11,7,11,Donna Paulsen,27
S07E11_SC001,S07E11,7,11,Harvey Specter,50
S07E11_SC001,S07E11,7,11,Jessica Pearson,37
S07E11_SC001,S07E11,7,11,Rachel Zane,3
S07E11_SC001,S07E11,7,11,Louis Litt,19
S07E11_SC001,S07E11,7,11,Paula Agard,9
S07E11_SC001,S07E11,7,11,Alex Williams,12
S07E11_SC001,S07E11,7,11,Mike Ross,19
S07E11_SC001,S07E11,7,11,Jack Soloff,1
S07E11_SC001,S07E11,7,11,Kyle Durant,9
S07E11_SC001,S07E11,7,11,Sheila Sazs,1
S07E11_SC001,S07E11,7,11,Sean Cahill,1
S07E12_SC001,S07E12,7,12,Sheila Sazs,11
S07E12_SC001,S07E12,7,12,Harvey Specter,35
S07E12_SC001,S07E12,7,12,Donna Paulsen,12
S07E12_SC001,S07E12,7,12,Paula Agard,3
S07E12_SC001,S07E12,7,12,Louis Litt,35
S07E12_SC001,S07E12,7,12,Jessica Pearson,8
S07E12_SC001,S07E12,7,12,Oliver Grady,20
S07E12_SC001,S07E12,7,12,Mike Ross,17
S07E12_SC001,S07E12,7,12,Gretchen Bodinski,1
S07E12_SC001,S07E12,7,12,Esther Litt,2
S07E12_SC001,S07E12,7,12,Alex Williams,1
S07E12_SC001,S07E12,7,12,Rachel Zane,2
S07E13_SC001,S07E13,7,13,Donna Paulsen,25
S07E13_SC001,S07E13,7,13,Paula Agard,16
S07E13_SC001,S07E13,7,13,Harvey Specter,42
S07E13_SC001,S07E13,7,13,Louis Litt,21
S07E13_SC001,S07E13,7,13,Sheila Sazs,4
S07E13_SC001,S07E13,7,13,Jessica Pearson,2
S07E13_SC001,S07E13,7,13,Gretchen Bodinski,5
S07E13_SC001,S07E13,7,13,Mike Ross,9
S07E13_SC001,S07E13,7,13,Stu Buzzini,16
S07E13_SC001,S07E13,7,13,Rachel Zane,10
S07E13_SC001,S07E13,7,13,Oliver Grady,1
S07E14_SC001,S07E14,7,14,Harvey Specter,20
S07E14_SC001,S07E14,7,14,Paula Agard,8
S07E14_SC001,S07E14,7,14,Donna Paulsen,20
S07E14_SC001,S07E14,7,14,Louis Litt,36
S07E14_SC001,S07E14,7,14,Sheila Sazs,16
S07E14_SC001,S07E14,7,14,Mike Ross,10
S07E14_SC001,S07E14,7,14,Jessica Pearson,2
S07E14_SC001,S07E14,7,14,Katrina Bennett,5
S07E14_SC001,S07E14,7,14,Rachel Zane,8
S07E14_SC001,S07E14,7,14,Anita Gibbs,1
S07E14_SC001,S07E14,7,14,Stu Buzzini,1
S07E15_SC001,S07E15,7,15,Jessica Pearson,20
S07E15_SC001,S07E15,7,15,Harvey Specter,35
S07E15_SC001,S07E15,7,15,Donna Paulsen,11
S07E15_SC001,S07E15,7,15,Mike Ross,19
S07E15_SC001,S07E15,7,15,Louis Litt,12
S07E15_SC001,S07E15,7,15,Jack Soloff,2
S07E15_SC001,S07E15,7,15,Oliver Grady,3
S07E15_SC001,S07E15,7,15,Dana Scott,11
S07E15_SC001,S07E15,7,15,Rachel Zane,3
S07E15_SC001,S07E15,7,15,Robert Zane,4
S07E16_SC001,S07E16,7,16,Robert Zane,5
S07E16_SC001,S07E16,7,16,Harvey Specter,30
S07E16_SC001,S07E16,7,16,Jessica Pearson,23
S07E16_SC001,S07E16,7,16,Donna Paulsen,8
S07E16_SC001,S07E16,7,16,Alex Williams,3
S07E16_SC001,S07E16,7,16,Louis Litt,9
S07E16_SC001,S07E16,7,16,Mike Ross,17
S07E16_SC001,S07E16,7,16,Rachel Zane,11
S07E16_SC001,S07E16,7,16,Oliver Grady,3
S08E01_SC001,S08E01,8,1,Louis Litt,33
S08E01_SC001,S08E01,8,1,Donna Paulsen,13
S08E01_SC001,S08E01,8,1,Rachel Zane,2
S08E01_SC001,S08E01,8,1,Harvey Specter,30
S08E01_SC001,S08E01,8,1,Mike Ross,6
S08E01_SC001,S08E01,8,1,Robert Zane,23
S08E01_SC001,S08E01,8,1,Alex Williams,18
S08E01_SC001,S08E01,8,1,Sheila Sazs,2
S08E01_SC001,S08E01,8,1,Katrina Bennett,26
S08E01_SC001,S08E01,8,1,Samantha Wheeler,9
S08E01_SC001,S08E01,8,1,Brian Altman,20
S08E01_SC001,S08E01,8,1,Thomas Kessler,6
S08E02_SC001,S08E02,8,2,Robert Zane,26
S08E02_SC001,S08E02,8,2,Louis Litt,30
S08E02_SC001,S08E02,8,2,Samantha Wheeler,22
S08E02_SC001,S08E02,8,2,Harvey Specter,33
S08E02_SC001,S08E02,8,2,Sheila Sazs,20
S08E02_SC001,S08E02,8,2,Mike Ross,5
S08E02_SC001,S08E02,8,2,Donna Paulsen,7
S08E02_SC001,S08E02,8,2,Jessica Pearson,2
S08E02_SC001,S08E02,8,2,Alex Williams,5
S08E02_SC001,S08E02,8,2,Katrina Bennett,1
S08E03_SC001,S08E03,8,3,Robert Zane,21
S08E03_SC001,S08E03,8,3,Alex Williams,8
S08E03_SC001,S08E03,8,3,Samantha Wheeler,8
S08E03_SC001,S08E03,8,3,Katrina Bennett,21
S08E03_SC001,S08E03,8,3,Louis Litt,24
S08E03_SC001,S08E03,8,3,Brian Altman,20
S08E03_SC001,S08E03,8,3,Harvey Specter,19
S08E03_SC001,S08E03,8,3,Donna Paulsen,12
S08E03_SC001,S08E03,8,3,Mike Ross,10
S08E03_SC001,S08E03,8,3,Oliver Grady,3
S08E03_SC001,S08E03,8,3,Rachel Zane,1
S08E04_SC001,S08E04,8,4,Samantha Wheeler,9
S08E04_SC001,S08E04,8,4,Alex Williams,25
S08E04_SC001,S08E04,8,4,Harvey Specter,33
S08E04_SC001,S08E04,8,4,Mike Ross,5
S08E04_SC001,S08E04,8,4,Robert Zane,30
S08E04_SC001,S08E04,8,4,Sheila Sazs,8
S08E04_SC001,S08E04,8,4,Louis Litt,30
S08E04_SC001,S08E04,8,4,Jessica Pearson,2
S08E04_SC001,S08E04,8,4,Gretchen Bodinski,4
S08E04_SC001,S08E04,8,4,Donna Paulsen,9
S08E04_SC001,S08E04,8,4,Katrina Bennett,2
S08E05_SC001,S08E05,8,5,Harvey Specter,26
S08E05_SC001,S08E05,8,5,Samantha Wheeler,7
S08E05_SC001,S08E05,8,5,Robert Zane,3
S08E05_SC001,S08E05,8,5,Louis Litt,23
S08E05_SC001,S08E05,8,5,Sheila Sazs,17
S08E05_SC001,S08E05,8,5,Donna Paulsen,14
S08E05_SC001,S08E05,8,5,Gretchen Bodinski,4
S08E05_SC001,S08E05,8,5,Alex Williams,2
S08E06_SC001,S08E06,8,6,Donna Paulsen,29
S08E06_SC001,S08E06,8,6,Brian Altman,14
S08E06_SC001,S08E06,8,6,Katrina Bennett,12
S08E06_SC001,S08E06,8,6,Robert Zane,6
S08E06_SC001,S08E06,8,6,Alex Williams,10
S08E06_SC001,S08E06,8,6,Louis Litt,53
S08E06_SC001,S08E06,8,6,Harvey Specter,30
S08E06_SC001,S08E06,8,6,Sheila Sazs,6
S08E06_SC001,S08E06,8,6,Samantha Wheeler,14
S08E06_SC001,S08E06,8,6,Jessica Pearson,2
S08E06_SC001,S08E06,8,6,Mike Ross,1
S08E06_SC001,S08E06,8,6,Rachel Zane,1
S08E07_SC001,S08E07,8,7,Harvey Specter,17
S08E07_SC001,S08E07,8,7,Alex Williams,14
S08E07_SC001,S08E07,8,7,Samantha Wheeler,5
S08E07_SC001,S08E07,8,7,Donna Paulsen,15
S08E07_SC001,S08E07,8,7,Robert Zane,17
S08E07_SC001,S08E07,8,7,Sheila Sazs,21
S08E07_SC001,S08E07,8,7,Louis Litt,30
S08E07_SC001,S08E07,8,7,Gretchen Bodinski,5
S08E07_SC001,S08E07,8,7,Rachel Zane,1
S08E07_SC001,S08E07,8,7,Esther Litt,5
S08E08_SC001,S08E08,8,8,Alex Williams,16
S08E08_SC001,S08E08,8,8,Samantha Wheeler,17
S08E08_SC001,S08E08,8,8,Louis Litt,31
S08E08_SC001,S08E08,8,8,Robert Zane,10
S08E08_SC001,S08E08,8,8,Gretchen Bodinski,15
S08E08_SC001,S08E08,8,8,Sheila Sazs,4
S08E08_SC001,S08E08,8,8,Harvey Specter,12
S08E08_SC001,S08E08,8,8,Donna Paulsen,7
S08E08_SC001,S08E08,8,8,Esther Litt,2
S08E08_SC001,S08E08,8,8,Mike Ross,4
S08E09_SC001,S08E09,8,9,Brian Altman,12
S08E09_SC001,S08E09,8,9,Donna Paulsen,4
S08E09_SC001,S08E09,8,9,Louis Litt,12
S08E09_SC001,S08E09,8,9,Samantha Wheeler,12
S08E09_SC001,S08E09,8,9,Robert Zane,19
S08E09_SC001,S08E09,8,9,Harvey Specter,19
S08E09_SC001,S08E09,8,9,Mike Ross,1
S08E09_SC001,S08E09,8,9,Alex Williams,23
S08E09_SC001,S08E09,8,9,Katrina Bennett,10
S08E09_SC001,S08E09,8,9,Thomas Kessler,2
S08E10_SC001,S08E10,8,10,Alex Williams,28
S08E10_SC001,S08E10,8,10,Samantha Wheeler,36
S08E10_SC001,S08E10,8,10,Harvey Specter,17
S08E10_SC001,S08E10,8,10,Robert Zane,17
S08E10_SC001,S08E10,8,10,Donna Paulsen,6
S08E10_SC001,S08E10,8,10,Louis Litt,25
S08E10_SC001,S08E10,8,10,Sheila Sazs,9
S08E10_SC001,S08E10,8,10,Rachel Zane,1
S08E10_SC001,S08E10,8,10,Katrina Bennett,7
S08E11_SC001,S08E11,8,11,Jessica Pearson,10
S08E11_SC001,S08E11,8,11,Harvey Specter,28
S08E11_SC001,S08E11,8,11,Samantha Wheeler,12
S08E11_SC001,S08E11,8,11,Louis Litt,49
S08E11_SC001,S08E11,8,11,Alex Williams,17
S08E11_SC001,S08E11,8,11,Robert Zane,14
S08E11_SC001,S08E11,8,11,Donna Paulsen,17
S08E11_SC001,S08E11,8,11,Gretchen Bodinski,10
S08E11_SC001,S08E11,8,11,Thomas Kessler,16
S08E11_SC001,S08E11,8,11,Katrina Bennett,7
S08E11_SC001,S08E11,8,11,Brian Altman,1
S08E11_SC001,S08E11,8,11,Mike Ross,1
S08E11_SC001,S08E11,8,11,Rachel Zane,1
S08E12_SC001,S08E12,8,12,Louis Litt,36
S08E12_SC001,S08E12,8,12,Thomas Kessler,7
S08E12_SC001,S08E12,8,12,Brian Altman,9
S08E12_SC001,S08E12,8,12,Donna Paulsen,12
S08E12_SC001,S08E12,8,12,Gretchen Bodinski,7
S08E12_SC001,S08E12,8,12,Harvey Specter,29
S08E12_SC001,S08E12,8,12,Robert Zane,7
S08E12_SC001,S08E12,8,12,Katrina Bennett,10
S08E12_SC001,S08E12,8,12,Alex Williams,10
S08E12_SC001,S08E12,8,12,Samantha Wheeler,4
S08E12_SC001,S08E12,8,12,Sheila Sazs,1
S08E12_SC001,S08E12,8,12,Jessica Pearson,1
S08E13_SC001,S08E13,8,13,Stu Buzzini,27
S08E13_SC001,S08E13,8,13,Thomas Kessler,3
S08E13_SC001,S08E13,8,13,Samantha Wheeler,17
S08E13_SC001,S08E13,8,13,Sheila Sazs,2
S08E13_SC001,S08E13,8,13,Brian Altman,12
S08E13_SC001,S08E13,8,13,Katrina Bennett,13
S08E13_SC001,S08E13,8,13,Louis Litt,16
S08E13_SC001,S08E13,8,13,Harvey Specter,19
S08E13_SC001,S08E13,8,13,Donna Paulsen,9
S08E13_SC001,S08E13,8,13,Robert Zane,4
S08E13_SC001,S08E13,8,13,Alex Williams,2
S08E13_SC001,S08E13,8,13,Sean Cahill,6
S08E13_SC001,S08E13,8,13,Mike Ross,3
S08E14_SC001,S08E14,8,14,Dana Scott,17
S08E14_SC001,S08E14,8,14,Harvey Specter,28
S08E14_SC001,S08E14,8,14,Donna Paulsen,10
S08E14_SC001,S08E14,8,14,Louis Litt,27
S08E14_SC001,S08E14,8,14,Samantha Wheeler,19
S08E14_SC001,S08E14,8,14,Katrina Bennett,5
S08E14_SC001,S08E14,8,14,Alex Williams,6
S08E14_SC001,S08E14,8,14,Gretchen Bodinski,6
S08E14_SC001,S08E14,8,14,Mike Ross,1
S08E14_SC001,S08E14,8,14,Thomas Kessler,4
S08E15_SC001,S08E15,8,15,Thomas Kessler,37
S08E15_SC001,S08E15,8,15,Harvey Specter,16
S08E15_SC001,S08E15,8,15,Donna Paulsen,18
S08E15_SC001,S08E15,8,15,Louis Litt,18
S08E15_SC001,S08E15,8,15,Sheila Sazs,2
S08E15_SC001,S08E15,8,15,Alex Williams,14
S08E15_SC001,S08E15,8,15,Brian Altman,10
S08E15_SC001,S08E15,8,15,Samantha Wheeler,8
S08E15_SC001,S08E15,8,15,Katrina Bennett,6
S08E15_SC001,S08E15,8,15,Robert Zane,3
S08E15_SC001,S08E15,8,15,Mike Ross,1
S08E16_SC001,S08E16,8,16,Thomas Kessler,28
S08E16_SC001,S08E16,8,16,Louis Litt,25
S08E16_SC001,S08E16,8,16,Donna Paulsen,20
S08E16_SC001,S08E16,8,16,Alex Williams,9
S08E16_SC001,S08E16,8,16,Robert Zane,34
S08E16_SC001,S08E16,8,16,Samantha Wheeler,17
S08E16_SC001,S08E16,8,16,Harvey Specter,39
S08E16_SC001,S08E16,8,16,Daniel Hardman,19
S08E16_SC001,S08E16,8,16,Jessica Pearson,5
S08E16_SC001,S08E16,8,16,Rachel Zane,1
S08E16_SC001,S08E16,8,16,Sheila Sazs,1
S08E16_SC001,S08E16,8,16,Mike Ross,1
S09E01_SC001,S09E01,9,1,Donna Paulsen,20
S09E01_SC001,S09E01,9,1,Harvey Specter,32
S09E01_SC001,S09E01,9,1,Robert Zane,48
S09E01_SC001,S09E01,9,1,Alex Williams,13
S09E01_SC001,S09E01,9,1,Samantha Wheeler,19
S09E01_SC001,S09E01,9,1,Katrina Bennett,7
S09E01_SC001,S09E01,9,1,Rachel Zane,3
S09E01_SC001,S09E01,9,1,Mike Ross,7
S09E01_SC001,S09E01,9,1,Louis Litt,39
S09E01_SC001,S09E01,9,1,Thomas Kessler,10
S09E01_SC001,S09E01,9,1,Daniel Hardman,2
S09E01_SC001,S09E01,9,1,Jessica Pearson,2
S09E01_SC001,S09E01,9,1,Sheila Sazs,4
S09E01_SC001,S09E01,9,1,Faye Richardson,1
S09E02_SC001,S09E02,9,2,Louis Litt,29
S09E02_SC001,S09E02,9,2,Robert Zane,7
S09E02_SC001,S09E02,9,2,Samantha Wheeler,12
S09E02_SC001,S09E02,9,2,Donna Paulsen,13
S09E02_SC001,S09E02,9,2,Harvey Specter,26
S09E02_SC001,S09E02,9,2,Faye Richardson,21
S09E02_SC001,S09E02,9,2,Alex Williams,10
S09E02_SC001,S09E02,9,2,Gretchen Bodinski,2
S09E02_SC001,S09E02,9,2,Katrina Bennett,3
S09E02_SC001,S09E02,9,2,Thomas Kessler,12
S09E02_SC001,S09E02,9,2,Benjamin,9
S09E03_SC001,S09E03,9,3,Faye Richardson,20
S09E03_SC001,S09E03,9,3,Louis Litt,42
S09E03_SC001,S09E03,9,3,Harvey Specter,18
S09E03_SC001,S09E03,9,3,Donna Paulsen,18
S09E03_SC001,S09E03,9,3,Sheila Sazs,7
S09E03_SC001,S09E03,9,3,Brian Altman,8
S09E03_SC001,S09E03,9,3,Robert Zane,3
S09E03_SC001,S09E03,9,3,Gretchen Bodinski,9
S09E03_SC001,S09E03,9,3,Benjamin,1
S09E03_SC001,S09E03,9,3,Samantha Wheeler,6
S09E03_SC001,S09E03,9,3,Alex Williams,7
S09E03_SC001,S09E03,9,3,Katrina Bennett,5
S09E04_SC001,S09E04,9,4,Brian Altman,1
S09E04_SC001,S09E04,9,4,Faye Richardson,20
S09E04_SC001,S09E04,9,4,Gretchen Bodinski,12
S09E04_SC001,S09E04,9,4,Louis Litt,24
S09E04_SC001,S09E04,9,4,Donna Paulsen,28
S09E04_SC001,S09E04,9,4,Harvey Specter,29
S09E04_SC001,S09E04,9,4,Mike Ross,3
S09E04_SC001,S09E04,9,4,Katrina Bennett,4
S09E04_SC001,S09E04,9,4,Alex Williams,21
S09E04_SC001,S09E04,9,4,Norma,2
S09E04_SC001,S09E04,9,4,Samantha Wheeler,11
S09E04_SC001,S09E04,9,4,Robert Zane,2
S09E04_SC001,S09E04,9,4,Paula Agard,1
S09E04_SC001,S09E04,9,4,Jessica Pearson,2
S09E04_SC001,S09E04,9,4,Rachel Zane,1
S09E05_SC001,S09E05,9,5,Rachel Zane,6
S09E05_SC001,S09E05,9,5,Harvey Specter,43
S09E05_SC001,S09E05,9,5,Brian Altman,15
S09E05_SC001,S09E05,9,5,Mike Ross,34
S09E05_SC001,S09E05,9,5,Sheila Sazs,17
S09E05_SC001,S09E05,9,5,Louis Litt,18
S09E05_SC001,S09E05,9,5,Donna Paulsen,18
S09E05_SC001,S09E05,9,5,Alex Williams,3
S09E05_SC001,S09E05,9,5,Katrina Bennett,12
S09E05_SC001,S09E05,9,5,Benjamin,3
S09E05_SC001,S09E05,9,5,Samantha Wheeler,17
S09E05_SC001,S09E05,9,5,Faye Richardson,8
S09E05_SC001,S09E05,9,5,Robert Zane,2
S09E06_SC001,S09E06,9,6,Samantha Wheeler,31
S09E06_SC001,S09E06,9,6,Alex Williams,12
S09E06_SC001,S09E06,9,6,Brian Altman,21
S09E06_SC001,S09E06,9,6,Katrina Bennett,14
S09E06_SC001,S09E06,9,6,Donna Paulsen,10
S09E06_SC001,S09E06,9,6,Mike Ross,4
S09E06_SC001,S09E06,9,6,Harvey Specter,23
S09E06_SC001,S09E06,9,6,Faye Richardson,38
S09E06_SC001,S09E06,9,6,Robert Zane,12
S09E06_SC001,S09E06,9,6,Louis Litt,14
