scene_id,episode_id,season,episode_num,char_a,char_b,mentions_a,mentions_b,edge_weight
S02E15_SC001,S02E15,2,15,Katrina Bennett,Louis Litt,9,5,6.708
S02E15_SC001,S02E15,2,15,Katrina Bennett,Mike Ross,9,6,7.348
S02E15_SC001,S02E15,2,15,Katrina Bennett,Norma,9,1,3.0
S02E15_SC001,S02E15,2,15,Katrina Bennett,Rachel Zane,9,11,9.95
S02E15_SC001,S02E15,2,15,Katrina Bennett,Sheila Sazs,9,4,6.0
S02E15_SC001,S02E15,2,15,Louis Litt,Mike Ross,5,6,5.477
S02E15_SC001,S02E15,2,15,Louis Litt,Norma,5,1,2.236
S02E15_SC001,S02E15,2,15,Louis Litt,Rachel Zane,5,11,7.416
S02E15_SC001,S02E15,2,15,Louis Litt,Sheila Sazs,5,4,4.472
S02E15_SC001,S02E15,2,15,Mike Ross,Norma,6,1,2.449
S02E15_SC001,S02E15,2,15,Mike Ross,Rachel Zane,6,11,8.124
S02E15_SC001,S02E15,2,15,Mike Ross,Sheila Sazs,6,4,4.899
S02E15_SC001,S02E15,2,15,Norma,Rachel Zane,1,11,3.317
S02E15_SC001,S02E15,2,15,Norma,Sheila Sazs,1,4,2.0
S02E15_SC001,S02E15,2,15,Rachel Zane,Sheila Sazs,11,4,6.633
S02E16_SC001,S02E16,2,16,Dana Scott,Daniel Hardman,10,4,6.325
S02E16_SC001,S02E16,2,16,Dana Scott,Donna Paulsen,10,4,6.325
S02E16_SC001,S02E16,2,16,Dana Scott,Harold Gunderson,10,1,3.162
S02E16_SC001,S02E16,2,16,Dana Scott,Harvey Specter,10,33,18.166
S02E16_SC001,S02E16,2,16,Dana Scott,Jessica Pearson,10,9,9.487
S02E16_SC001,S02E16,2,16,Dana Scott,Louis Litt,10,12,10.954
S02E16_SC001,S02E16,2,16,Dana Scott,Mike Ross,10,7,8.367
S02E16_SC001,S02E16,2,16,Dana Scott,Rachel Zane,10,7,8.367
S02E16_SC001,S02E16,2,16,Dana Scott,Robert Zane,10,1,3.162
S02E16_SC001,S02E16,2,16,Dana Scott,Sheila Sazs,10,4,6.325
S02E16_SC001,S02E16,2,16,Dana Scott,Trevor Evans,10,1,3.162
S02E16_SC001,S02E16,2,16,Dana Scott,Zoe Lawford,10,2,4.472
S02E16_SC001,S02E16,2,16,Daniel Hardman,Donna Paulsen,4,4,4.0
S02E16_SC001,S02E16,2,16,Daniel Hardman,Harold Gunderson,4,1,2.0
S02E16_SC001,S02E16,2,16,Daniel Hardman,Harvey Specter,4,33,11.489
S02E16_SC001,S02E16,2,16,Daniel Hardman,Jessica Pearson,4,9,6.0
S02E16_SC001,S02E16,2,16,Daniel Hardman,Louis Litt,4,12,6.928
S02E16_SC001,S02E16,2,16,Daniel Hardman,Mike Ross,4,7,5.292
S02E16_SC001,S02E16,2,16,Daniel Hardman,Rachel Zane,4,7,5.292
S02E16_SC001,S02E16,2,16,Daniel Hardman,Robert Zane,4,1,2.0
S02E16_SC001,S02E16,2,16,Daniel Hardman,Sheila Sazs,4,4,4.0
S02E16_SC001,S02E16,2,16,Daniel Hardman,Trevor Evans,4,1,2.0
S02E16_SC001,S02E16,2,16,Daniel Hardman,Zoe Lawford,4,2,2.828
S02E16_SC001,S02E16,2,16,Donna Paulsen,Harold Gunderson,4,1,2.0
S02E16_SC001,S02E16,2,16,Donna Paulsen,Harvey Specter,4,33,11.489
S02E16_SC001,S02E16,2,16,Donna Paulsen,Jessica Pearson,4,9,6.0
S02E16_SC001,S02E16,2,16,Donna Paulsen,Louis Litt,4,12,6.928
S02E16_SC001,S02E16,2,16,Donna Paulsen,Mike Ross,4,7,5.292
S02E16_SC001,S02E16,2,16,Donna Paulsen,Rachel Zane,4,7,5.292
S02E16_SC001,S02E16,2,16,Donna Paulsen,Robert Zane,4,1,2.0
S02E16_SC001,S02E16,2,16,Donna Paulsen,Sheila Sazs,4,4,4.0
S02E16_SC001,S02E16,2,16,Donna Paulsen,Trevor Evans,4,1,2.0
S02E16_SC001,S02E16,2,16,Donna Paulsen,Zoe Lawford,4,2,2.828
S02E16_SC001,S02E16,2,16,Harold Gunderson,Harvey Specter,1,33,5.745
S02E16_SC001,S02E16,2,16,Harold Gunderson,Jessica Pearson,1,9,3.0
S02E16_SC001,S02E16,2,16,Harold Gunderson,Louis Litt,1,12,3.464
S02E16_SC001,S02E16,2,16,Harold Gunderson,Mike Ross,1,7,2.646
S02E16_SC001,S02E16,2,16,Harold Gunderson,Rachel Zane,1,7,2.646
S02E16_SC001,S02E16,2,16,Harold Gunderson,Robert Zane,1,1,1.0
S02E16_SC001,S02E16,2,16,Harold Gunderson,Sheila Sazs,1,4,2.0
S02E16_SC001,S02E16,2,16,Harold Gunderson,Trevor Evans,1,1,1.0
S02E16_SC001,S02E16,2,16,Harold Gunderson,Zoe Lawford,1,2,1.414
S02E16_SC001,S02E16,2,16,Harvey Specter,Jessica Pearson,33,9,17.234
S02E16_SC001,S02E16,2,16,Harvey Specter,Louis Litt,33,12,19.9
S02E16_SC001,S02E16,2,16,Harvey Specter,Mike Ross,33,7,15.199
S02E16_SC001,S02E16,2,16,Harvey Specter,Rachel Zane,33,7,15.199
S02E16_SC001,S02E16,2,16,Harvey Specter,Robert Zane,33,1,5.745
S02E16_SC001,S02E16,2,16,Harvey Specter,Sheila Sazs,33,4,11.489
S02E16_SC001,S02E16,2,16,Harvey Specter,Trevor Evans,33,1,5.745
S02E16_SC001,S02E16,2,16,Harvey Specter,Zoe Lawford,33,2,8.124
S02E16_SC001,S02E16,2,16,Jessica Pearson,Louis Litt,9,12,10.392
S02E16_SC001,S02E16,2,16,Jessica Pearson,Mike Ross,9,7,7.937
S02E16_SC001,S02E16,2,16,Jessica Pearson,Rachel Zane,9,7,7.937
S02E16_SC001,S02E16,2,16,Jessica Pearson,Robert Zane,9,1,3.0
S02E16_SC001,S02E16,2,16,Jessica Pearson,Sheila Sazs,9,4,6.0
S02E16_SC001,S02E16,2,16,Jessica Pearson,Trevor Evans,9,1,3.0
S02E16_SC001,S02E16,2,16,Jessica Pearson,Zoe Lawford,9,2,4.243
S02E16_SC001,S02E16,2,16,Louis Litt,Mike Ross,12,7,9.165
S02E16_SC001,S02E16,2,16,Louis Litt,Rachel Zane,12,7,9.165
S02E16_SC001,S02E16,2,16,Louis Litt,Robert Zane,12,1,3.464
S02E16_SC001,S02E16,2,16,Louis Litt,Sheila Sazs,12,4,6.928
S02E16_SC001,S02E16,2,16,Louis Litt,Trevor Evans,12,1,3.464
S02E16_SC001,S02E16,2,16,Louis Litt,Zoe Lawford,12,2,4.899
S02E16_SC001,S02E16,2,16,Mike Ross,Rachel Zane,7,7,7.0
S02E16_SC001,S02E16,2,16,Mike Ross,Robert Zane,7,1,2.646
S02E16_SC001,S02E16,2,16,Mike Ross,Sheila Sazs,7,4,5.292
S02E16_SC001,S02E16,2,16,Mike Ross,Trevor Evans,7,1,2.646
S02E16_SC001,S02E16,2,16,Mike Ross,Zoe Lawford,7,2,3.742
S02E16_SC001,S02E16,2,16,Rachel Zane,Robert Zane,7,1,2.646
S02E16_SC001,S02E16,2,16,Rachel Zane,Sheila Sazs,7,4,5.292
S02E16_SC001,S02E16,2,16,Rachel Zane,Trevor Evans,7,1,2.646
S02E16_SC001,S02E16,2,16,Rachel Zane,Zoe Lawford,7,2,3.742
S02E16_SC001,S02E16,2,16,Robert Zane,Sheila Sazs,1,4,2.0
S02E16_SC001,S02E16,2,16,Robert Zane,Trevor Evans,1,1,1.0
S02E16_SC001,S02E16,2,16,Robert Zane,Zoe Lawford,1,2,1.414
S02E16_SC001,S02E16,2,16,Sheila Sazs,Trevor Evans,4,1,2.0
S02E16_SC001,S02E16,2,16,Sheila Sazs,Zoe Lawford,4,2,2.828
S02E16_SC001,S02E16,2,16,Trevor Evans,Zoe Lawford,1,2,1.414
S03E01_SC001,S03E01,3,1,Benjamin,Dana Scott,3,5,3.873
S03E01_SC001,S03E01,3,1,Benjamin,Daniel Hardman,3,2,2.449
S03E01_SC001,S03E01,3,1,Benjamin,Donna Paulsen,3,6,4.243
S03E01_SC001,S03E01,3,1,Benjamin,Harvey Specter,3,35,10.247
S03E01_SC001,S03E01,3,1,Benjamin,Jessica Pearson,3,15,6.708
S03E01_SC001,S03E01,3,1,Benjamin,Louis Litt,3,6,4.243
S03E01_SC001,S03E01,3,1,Benjamin,Mike Ross,3,7,4.583
S03E01_SC001,S03E01,3,1,Benjamin,Norma,3,2,2.449
S03E01_SC001,S03E01,3,1,Benjamin,Rachel Zane,3,3,3.0
S03E01_SC001,S03E01,3,1,Dana Scott,Daniel Hardman,5,2,3.162
S03E01_SC001,S03E01,3,1,Dana Scott,Donna Paulsen,5,6,5.477
S03E01_SC001,S03E01,3,1,Dana Scott,Harvey Specter,5,35,13.229
S03E01_SC001,S03E01,3,1,Dana Scott,Jessica Pearson,5,15,8.66
S03E01_SC001,S03E01,3,1,Dana Scott,Louis Litt,5,6,5.477
S03E01_SC001,S03E01,3,1,Dana Scott,Mike Ross,5,7,5.916
S03E01_SC001,S03E01,3,1,Dana Scott,Norma,5,2,3.162
S03E01_SC001,S03E01,3,1,Dana Scott,Rachel Zane,5,3,3.873
S03E01_SC001,S03E01,3,1,Daniel Hardman,Donna Paulsen,2,6,3.464
S03E01_SC001,S03E01,3,1,Daniel Hardman,Harvey Specter,2,35,8.367
S03E01_SC001,S03E01,3,1,Daniel Hardman,Jessica Pearson,2,15,5.477
S03E01_SC001,S03E01,3,1,Daniel Hardman,Louis Litt,2,6,3.464
S03E01_SC001,S03E01,3,1,Daniel Hardman,Mike Ross,2,7,3.742
S03E01_SC001,S03E01,3,1,Daniel Hardman,Norma,2,2,2.0
S03E01_SC001,S03E01,3,1,Daniel Hardman,Rachel Zane,2,3,2.449
S03E01_SC001,S03E01,3,1,Donna Paulsen,Harvey Specter,6,35,14.491
S03E01_SC001,S03E01,3,1,Donna Paulsen,Jessica Pearson,6,15,9.487
S03E01_SC001,S03E01,3,1,Donna Paulsen,Louis Litt,6,6,6.0
S03E01_SC001,S03E01,3,1,Donna Paulsen,Mike Ross,6,7,6.481
S03E01_SC001,S03E01,3,1,Donna Paulsen,Norma,6,2,3.464
S03E01_SC001,S03E01,3,1,Donna Paulsen,Rachel Zane,6,3,4.243
S03E01_SC001,S03E01,3,1,Harvey Specter,Jessica Pearson,35,15,22.913
S03E01_SC001,S03E01,3,1,Harvey Specter,Louis Litt,35,6,14.491
S03E01_SC001,S03E01,3,1,Harvey Specter,Mike Ross,35,7,15.652
S03E01_SC001,S03E01,3,1,Harvey Specter,Norma,35,2,8.367
S03E01_SC001,S03E01,3,1,Harvey Specter,Rachel Zane,35,3,10.247
S03E01_SC001,S03E01,3,1,Jessica Pearson,Louis Litt,15,6,9.487
S03E01_SC001,S03E01,3,1,Jessica Pearson,Mike Ross,15,7,10.247
S03E01_SC001,S03E01,3,1,Jessica Pearson,Norma,15,2,5.477
S03E01_SC001,S03E01,3,1,Jessica Pearson,Rachel Zane,15,3,6.708
S03E01_SC001,S03E01,3,1,Louis Litt,Mike Ross,6,7,6.481
S03E01_SC001,S03E01,3,1,Louis Litt,Norma,6,2,3.464
S03E01_SC001,S03E01,3,1,Louis Litt,Rachel Zane,6,3,4.243
S03E01_SC001,S03E01,3,1,Mike Ross,Norma,7,2,3.742
S03E01_SC001,S03E01,3,1,Mike Ross,Rachel Zane,7,3,4.583
S03E01_SC001,S03E01,3,1,Norma,Rachel Zane,2,3,2.449
S03E02_SC001,S03E02,3,2,Donna Paulsen,Esther Litt,9,1,3.0
S03E02_SC001,S03E02,3,2,Donna Paulsen,Harvey Specter,9,44,19.9
S03E02_SC001,S03E02,3,2,Donna Paulsen,Jack Soloff,9,1,3.0
S03E02_SC001,S03E02,3,2,Donna Paulsen,Jessica Pearson,9,15,11.619
S03E02_SC001,S03E02,3,2,Donna Paulsen,Katrina Bennett,9,1,3.0
S03E02_SC001,S03E02,3,2,Donna Paulsen,Louis Litt,9,28,15.875
S03E02_SC001,S03E02,3,2,Donna Paulsen,Mike Ross,9,26,15.297
S03E02_SC001,S03E02,3,2,Donna Paulsen,Rachel Zane,9,5,6.708
S03E02_SC001,S03E02,3,2,Esther Litt,Harvey Specter,1,44,6.633
S03E02_SC001,S03E02,3,2,Esther Litt,Jack Soloff,1,1,1.0
S03E02_SC001,S03E02,3,2,Esther Litt,Jessica Pearson,1,15,3.873
S03E02_SC001,S03E02,3,2,Esther Litt,Katrina Bennett,1,1,1.0
S03E02_SC001,S03E02,3,2,Esther Litt,Louis Litt,1,28,5.292
S03E02_SC001,S03E02,3,2,Esther Litt,Mike Ross,1,26,5.099
S03E02_SC001,S03E02,3,2,Esther Litt,Rachel Zane,1,5,2.236
S03E02_SC001,S03E02,3,2,Harvey Specter,Jack Soloff,44,1,6.633
S03E02_SC001,S03E02,3,2,Harvey Specter,Jessica Pearson,44,15,25.69
S03E02_SC001,S03E02,3,2,Harvey Specter,Katrina Bennett,44,1,6.633
S03E02_SC001,S03E02,3,2,Harvey Specter,Louis Litt,44,28,35.1
S03E02_SC001,S03E02,3,2,Harvey Specter,Mike Ross,44,26,33.823
S03E02_SC001,S03E02,3,2,Harvey Specter,Rachel Zane,44,5,14.832
S03E02_SC001,S03E02,3,2,Jack Soloff,Jessica Pearson,1,15,3.873
S03E02_SC001,S03E02,3,2,Jack Soloff,Katrina Bennett,1,1,1.0
S03E02_SC001,S03E02,3,2,Jack Soloff,Louis Litt,1,28,5.292
S03E02_SC001,S03E02,3,2,Jack Soloff,Mike Ross,1,26,5.099
S03E02_SC001,S03E02,3,2,Jack Soloff,Rachel Zane,1,5,2.236
S03E02_SC001,S03E02,3,2,Jessica Pearson,Katrina Bennett,15,1,3.873
S03E02_SC001,S03E02,3,2,Jessica Pearson,Louis Litt,15,28,20.494
S03E02_SC001,S03E02,3,2,Jessica Pearson,Mike Ross,15,26,19.748
S03E02_SC001,S03E02,3,2,Jessica Pearson,Rachel Zane,15,5,8.66
S03E02_SC001,S03E02,3,2,Katrina Bennett,Louis Litt,1,28,5.292
S03E02_SC001,S03E02,3,2,Katrina Bennett,Mike Ross,1,26,5.099
S03E02_SC001,S03E02,3,2,Katrina Bennett,Rachel Zane,1,5,2.236
S03E02_SC001,S03E02,3,2,Louis Litt,Mike Ross,28,26,26.981
S03E02_SC001,S03E02,3,2,Louis Litt,Rachel Zane,28,5,11.832
S03E02_SC001,S03E02,3,2,Mike Ross,Rachel Zane,26,5,11.402
S03E03_SC001,S03E03,3,3,Donna Paulsen,Harold Gunderson,6,2,3.464
S03E03_SC001,S03E03,3,3,Donna Paulsen,Harvey Specter,6,43,16.062
S03E03_SC001,S03E03,3,3,Donna Paulsen,Jessica Pearson,6,5,5.477
S03E03_SC001,S03E03,3,3,Donna Paulsen,Katrina Bennett,6,8,6.928
S03E03_SC001,S03E03,3,3,Donna Paulsen,Louis Litt,6,8,6.928
S03E03_SC001,S03E03,3,3,Donna Paulsen,Mike Ross,6,11,8.124
S03E03_SC001,S03E03,3,3,Donna Paulsen,Norma,6,1,2.449
S03E03_SC001,S03E03,3,3,Donna Paulsen,Rachel Zane,6,5,5.477
S03E03_SC001,S03E03,3,3,Harold Gunderson,Harvey Specter,2,43,9.274
S03E03_SC001,S03E03,3,3,Harold Gunderson,Jessica Pearson,2,5,3.162
S03E03_SC001,S03E03,3,3,Harold Gunderson,Katrina Bennett,2,8,4.0
S03E03_SC001,S03E03,3,3,Harold Gunderson,Louis Litt,2,8,4.0
S03E03_SC001,S03E03,3,3,Harold Gunderson,Mike Ross,2,11,4.69
S03E03_SC001,S03E03,3,3,Harold Gunderson,Norma,2,1,1.414
S03E03_SC001,S03E03,3,3,Harold Gunderson,Rachel Zane,2,5,3.162
S03E03_SC001,S03E03,3,3,Harvey Specter,Jessica Pearson,43,5,14.663
S03E03_SC001,S03E03,3,3,Harvey Specter,Katrina Bennett,43,8,18.547
S03E03_SC001,S03E03,3,3,Harvey Specter,Louis Litt,43,8,18.547
S03E03_SC001,S03E03,3,3,Harvey Specter,Mike Ross,43,11,21.749
S03E03_SC001,S03E03,3,3,Harvey Specter,Norma,43,1,6.557
S03E03_SC001,S03E03,3,3,Harvey Specter,Rachel Zane,43,5,14.663
S03E03_SC001,S03E03,3,3,Jessica Pearson,Katrina Bennett,5,8,6.325
S03E03_SC001,S03E03,3,3,Jessica Pearson,Louis Litt,5,8,6.325
S03E03_SC001,S03E03,3,3,Jessica Pearson,Mike Ross,5,11,7.416
S03E03_SC001,S03E03,3,3,Jessica Pearson,Norma,5,1,2.236
S03E03_SC001,S03E03,3,3,Jessica Pearson,Rachel Zane,5,5,5.0
S03E03_SC001,S03E03,3,3,Katrina Bennett,Louis Litt,8,8,8.0
S03E03_SC001,S03E03,3,3,Katrina Bennett,Mike Ross,8,11,9.381
S03E03_SC001,S03E03,3,3,Katrina Bennett,Norma,8,1,2.828
S03E03_SC001,S03E03,3,3,Katrina Bennett,Rachel Zane,8,5,6.325
S03E03_SC001,S03E03,3,3,Louis Litt,Mike Ross,8,11,9.381
S03E03_SC001,S03E03,3,3,Louis Litt,Norma,8,1,2.828
S03E03_SC001,S03E03,3,3,Louis Litt,Rachel Zane,8,5,6.325
S03E03_SC001,S03E03,3,3,Mike Ross,Norma,11,1,3.317
S03E03_SC001,S03E03,3,3,Mike Ross,Rachel Zane,11,5,7.416
S03E03_SC001,S03E03,3,3,Norma,Rachel Zane,1,5,2.236
S03E04_SC001,S03E04,3,4,Donna Paulsen,Harvey Specter,1,27,5.196
S03E04_SC001,S03E04,3,4,Donna Paulsen,Jenny Griffith,1,1,1.0
S03E04_SC001,S03E04,3,4,Donna Paulsen,Jessica Pearson,1,7,2.646
S03E04_SC001,S03E04,3,4,Donna Paulsen,Katrina Bennett,1,5,2.236
S03E04_SC001,S03E04,3,4,Donna Paulsen,Louis Litt,1,27,5.196
S03E04_SC001,S03E04,3,4,Donna Paulsen,Mike Ross,1,7,2.646
S03E04_SC001,S03E04,3,4,Donna Paulsen,Rachel Zane,1,2,1.414
S03E04_SC001,S03E04,3,4,Harvey Specter,Jenny Griffith,27,1,5.196
S03E04_SC001,S03E04,3,4,Harvey Specter,Jessica Pearson,27,7,13.748
S03E04_SC001,S03E04,3,4,Harvey Specter,Katrina Bennett,27,5,11.619
S03E04_SC001,S03E04,3,4,Harvey Specter,Louis Litt,27,27,27.0
S03E04_SC001,S03E04,3,4,Harvey Specter,Mike Ross,27,7,13.748
S03E04_SC001,S03E04,3,4,Harvey Specter,Rachel Zane,27,2,7.348
S03E04_SC001,S03E04,3,4,Jenny Griffith,Jessica Pearson,1,7,2.646
S03E04_SC001,S03E04,3,4,Jenny Griffith,Katrina Bennett,1,5,2.236
S03E04_SC001,S03E04,3,4,Jenny Griffith,Louis Litt,1,27,5.196
S03E04_SC001,S03E04,3,4,Jenny Griffith,Mike Ross,1,7,2.646
S03E04_SC001,S03E04,3,4,Jenny Griffith,Rachel Zane,1,2,1.414
S03E04_SC001,S03E04,3,4,Jessica Pearson,Katrina Bennett,7,5,5.916
S03E04_SC001,S03E04,3,4,Jessica Pearson,Louis Litt,7,27,13.748
S03E04_SC001,S03E04,3,4,Jessica Pearson,Mike Ross,7,7,7.0
S03E04_SC001,S03E04,3,4,Jessica Pearson,Rachel Zane,7,2,3.742
S03E04_SC001,S03E04,3,4,Katrina Bennett,Louis Litt,5,27,11.619
S03E04_SC001,S03E04,3,4,Katrina Bennett,Mike Ross,5,7,5.916
S03E04_SC001,S03E04,3,4,Katrina Bennett,Rachel Zane,5,2,3.162
S03E04_SC001,S03E04,3,4,Louis Litt,Mike Ross,27,7,13.748
S03E04_SC001,S03E04,3,4,Louis Litt,Rachel Zane,27,2,7.348
S03E04_SC001,S03E04,3,4,Mike Ross,Rachel Zane,7,2,3.742
S03E05_SC001,S03E05,3,5,Daniel Hardman,Donna Paulsen,1,11,3.317
S03E05_SC001,S03E05,3,5,Daniel Hardman,Harvey Specter,1,16,4.0
S03E05_SC001,S03E05,3,5,Daniel Hardman,Jessica Pearson,1,3,1.732
S03E05_SC001,S03E05,3,5,Daniel Hardman,Katrina Bennett,1,1,1.0
S03E05_SC001,S03E05,3,5,Daniel Hardman,Louis Litt,1,3,1.732
S03E05_SC001,S03E05,3,5,Daniel Hardman,Mike Ross,1,14,3.742
S03E05_SC001,S03E05,3,5,Daniel Hardman,Rachel Zane,1,5,2.236
S03E05_SC001,S03E05,3,5,Daniel Hardman,Robert Zane,1,2,1.414
S03E05_SC001,S03E05,3,5,Donna Paulsen,Harvey Specter,11,16,13.266
S03E05_SC001,S03E05,3,5,Donna Paulsen,Jessica Pearson,11,3,5.745
S03E05_SC001,S03E05,3,5,Donna Paulsen,Katrina Bennett,11,1,3.317
S03E05_SC001,S03E05,3,5,Donna Paulsen,Louis Litt,11,3,5.745
S03E05_SC001,S03E05,3,5,Donna Paulsen,Mike Ross,11,14,12.41
S03E05_SC001,S03E05,3,5,Donna Paulsen,Rachel Zane,11,5,7.416
S03E05_SC001,S03E05,3,5,Donna Paulsen,Robert Zane,11,2,4.69
S03E05_SC001,S03E05,3,5,Harvey Specter,Jessica Pearson,16,3,6.928
S03E05_SC001,S03E05,3,5,Harvey Specter,Katrina Bennett,16,1,4.0
S03E05_SC001,S03E05,3,5,Harvey Specter,Louis Litt,16,3,6.928
S03E05_SC001,S03E05,3,5,Harvey Specter,Mike Ross,16,14,14.967
S03E05_SC001,S03E05,3,5,Harvey Specter,Rachel Zane,16,5,8.944
S03E05_SC001,S03E05,3,5,Harvey Specter,Robert Zane,16,2,5.657
S03E05_SC001,S03E05,3,5,Jessica Pearson,Katrina Bennett,3,1,1.732
S03E05_SC001,S03E05,3,5,Jessica Pearson,Louis Litt,3,3,3.0
S03E05_SC001,S03E05,3,5,Jessica Pearson,Mike Ross,3,14,6.481
S03E05_SC001,S03E05,3,5,Jessica Pearson,Rachel Zane,3,5,3.873
S03E05_SC001,S03E05,3,5,Jessica Pearson,Robert Zane,3,2,2.449
S03E05_SC001,S03E05,3,5,Katrina Bennett,Louis Litt,1,3,1.732
S03E05_SC001,S03E05,3,5,Katrina Bennett,Mike Ross,1,14,3.742
S03E05_SC001,S03E05,3,5,Katrina Bennett,Rachel Zane,1,5,2.236
S03E05_SC001,S03E05,3,5,Katrina Bennett,Robert Zane,1,2,1.414
S03E05_SC001,S03E05,3,5,Louis Litt,Mike Ross,3,14,6.481
S03E05_SC001,S03E05,3,5,Louis Litt,Rachel Zane,3,5,3.873
S03E05_SC001,S03E05,3,5,Louis Litt,Robert Zane,3,2,2.449
S03E05_SC001,S03E05,3,5,Mike Ross,Rachel Zane,14,5,8.367
S03E05_SC001,S03E05,3,5,Mike Ross,Robert Zane,14,2,5.292
S03E05_SC001,S03E05,3,5,Rachel Zane,Robert Zane,5,2,3.162
S03E06_SC001,S03E06,3,6,Daniel Hardman,Donna Paulsen,1,9,3.0
S03E06_SC001,S03E06,3,6,Daniel Hardman,Esther Litt,1,1,1.0
S03E06_SC001,S03E06,3,6,Daniel Hardman,Harvey Specter,1,23,4.796
S03E06_SC001,S03E06,3,6,Daniel Hardman,Jessica Pearson,1,3,1.732
S03E06_SC001,S03E06,3,6,Daniel Hardman,Louis Litt,1,1,1.0
S03E06_SC001,S03E06,3,6,Daniel Hardman,Mike Ross,1,4,2.0
S03E06_SC001,S03E06,3,6,Daniel Hardman,Rachel Zane,1,2,1.414
S03E06_SC001,S03E06,3,6,Daniel Hardman,Trevor Evans,1,5,2.236
S03E06_SC001,S03E06,3,6,Donna Paulsen,Esther Litt,9,1,3.0
S03E06_SC001,S03E06,3,6,Donna Paulsen,Harvey Specter,9,23,14.387
S03E06_SC001,S03E06,3,6,Donna Paulsen,Jessica Pearson,9,3,5.196
S03E06_SC001,S03E06,3,6,Donna Paulsen,Louis Litt,9,1,3.0
S03E06_SC001,S03E06,3,6,Donna Paulsen,Mike Ross,9,4,6.0
S03E06_SC001,S03E06,3,6,Donna Paulsen,Rachel Zane,9,2,4.243
S03E06_SC001,S03E06,3,6,Donna Paulsen,Trevor Evans,9,5,6.708
S03E06_SC001,S03E06,3,6,Esther Litt,Harvey Specter,1,23,4.796
S03E06_SC001,S03E06,3,6,Esther Litt,Jessica Pearson,1,3,1.732
S03E06_SC001,S03E06,3,6,Esther Litt,Louis Litt,1,1,1.0
S03E06_SC001,S03E06,3,6,Esther Litt,Mike Ross,1,4,2.0
S03E06_SC001,S03E06,3,6,Esther Litt,Rachel Zane,1,2,1.414
S03E06_SC001,S03E06,3,6,Esther Litt,Trevor Evans,1,5,2.236
S03E06_SC001,S03E06,3,6,Harvey Specter,Jessica Pearson,23,3,8.307
S03E06_SC001,S03E06,3,6,Harvey Specter,Louis Litt,23,1,4.796
S03E06_SC001,S03E06,3,6,Harvey Specter,Mike Ross,23,4,9.592
S03E06_SC001,S03E06,3,6,Harvey Specter,Rachel Zane,23,2,6.782
S03E06_SC001,S03E06,3,6,Harvey Specter,Trevor Evans,23,5,10.724
S03E06_SC001,S03E06,3,6,Jessica Pearson,Louis Litt,3,1,1.732
S03E06_SC001,S03E06,3,6,Jessica Pearson,Mike Ross,3,4,3.464
S03E06_SC001,S03E06,3,6,Jessica Pearson,Rachel Zane,3,2,2.449
S03E06_SC001,S03E06,3,6,Jessica Pearson,Trevor Evans,3,5,3.873
S03E06_SC001,S03E06,3,6,Louis Litt,Mike Ross,1,4,2.0
S03E06_SC001,S03E06,3,6,Louis Litt,Rachel Zane,1,2,1.414
S03E06_SC001,S03E06,3,6,Louis Litt,Trevor Evans,1,5,2.236
S03E06_SC001,S03E06,3,6,Mike Ross,Rachel Zane,4,2,2.828
S03E06_SC001,S03E06,3,6,Mike Ross,Trevor Evans,4,5,4.472
S03E06_SC001,S03E06,3,6,Rachel Zane,Trevor Evans,2,5,3.162
S03E07_SC001,S03E07,3,7,Daniel Hardman,Donna Paulsen,1,9,3.0
S03E07_SC001,S03E07,3,7,Daniel Hardman,Harold Gunderson,1,7,2.646
S03E07_SC001,S03E07,3,7,Daniel Hardman,Harvey Specter,1,23,4.796
S03E07_SC001,S03E07,3,7,Daniel Hardman,Jessica Pearson,1,10,3.162
S03E07_SC001,S03E07,3,7,Daniel Hardman,Katrina Bennett,1,1,1.0
S03E07_SC001,S03E07,3,7,Daniel Hardman,Louis Litt,1,21,4.583
S03E07_SC001,S03E07,3,7,Daniel Hardman,Mike Ross,1,4,2.0
S03E07_SC001,S03E07,3,7,Daniel Hardman,Norma,1,3,1.732
S03E07_SC001,S03E07,3,7,Daniel Hardman,Rachel Zane,1,12,3.464
S03E07_SC001,S03E07,3,7,Donna Paulsen,Harold Gunderson,9,7,7.937
S03E07_SC001,S03E07,3,7,Donna Paulsen,Harvey Specter,9,23,14.387
S03E07_SC001,S03E07,3,7,Donna Paulsen,Jessica Pearson,9,10,9.487
S03E07_SC001,S03E07,3,7,Donna Paulsen,Katrina Bennett,9,1,3.0
S03E07_SC001,S03E07,3,7,Donna Paulsen,Louis Litt,9,21,13.748
S03E07_SC001,S03E07,3,7,Donna Paulsen,Mike Ross,9,4,6.0
S03E07_SC001,S03E07,3,7,Donna Paulsen,Norma,9,3,5.196
S03E07_SC001,S03E07,3,7,Donna Paulsen,Rachel Zane,9,12,10.392
S03E07_SC001,S03E07,3,7,Harold Gunderson,Harvey Specter,7,23,12.689
S03E07_SC001,S03E07,3,7,Harold Gunderson,Jessica Pearson,7,10,8.367
S03E07_SC001,S03E07,3,7,Harold Gunderson,Katrina Bennett,7,1,2.646
S03E07_SC001,S03E07,3,7,Harold Gunderson,Louis Litt,7,21,12.124
S03E07_SC001,S03E07,3,7,Harold Gunderson,Mike Ross,7,4,5.292
S03E07_SC001,S03E07,3,7,Harold Gunderson,Norma,7,3,4.583
