episode_id,season,episode_num,character,degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,weighted_degree,mention_volume_share,sentiment_control_raw,pagerank_norm,sentiment_control_norm,influence_score,influence_rank
S02E08,2,8,Louis Litt,1.0,0.0,0.397444,0.115617,110.341,0.183673,0.19258598265895951,0.8777441010721727,0.0,0.4062,2
S02E08,2,8,Harvey Specter,1.0,0.0,0.388862,0.11272,107.33,0.163265,0.19258598265895951,0.8441124131448888,0.0,0.386624,3
S02E08,2,8,Daniel Hardman,1.0,0.0,0.335084,0.096006,89.882,0.112245,0.19258598265895951,0.6500771932565133,0.0,0.293704,4
S02E08,2,8,Mike Ross,1.0,0.0,0.289985,0.08333,76.567,0.071429,0.19258598265895951,0.5029196937169029,0.0,0.222597,5
S02E08,2,8,Donna Paulsen,1.0,0.0,0.250828,0.072961,65.627,0.05102,0.19258598265895951,0.38254448760091836,0.0,0.168324,6
S02E08,2,8,Jenny Griffith,1.0,0.0,0.227009,0.066861,59.171,0.040816,0.19258598265895951,0.3117287139190295,0.0,0.136936,7
S02E08,2,8,Zoe Lawford,1.0,0.0,0.227009,0.066861,59.171,0.040816,0.19258598265895951,0.3117287139190295,0.0,0.136936,7
S02E08,2,8,Rachel Zane,1.0,0.0,0.198956,0.059826,51.707,0.040816,0.19258598265895951,0.23005839132032646,0.0,0.104268,9
S02E08,2,8,Norma,1.0,0.0,0.198956,0.059826,51.707,0.030612,0.19258598265895951,0.23005839132032646,0.0,0.101207,10
S02E08,2,8,Trevor Evans,1.0,0.0,0.198956,0.059826,51.707,0.030612,0.19258598265895951,0.23005839132032646,0.0,0.101207,10
S02E08,2,8,Dana Scott,1.0,0.323232,0.117693,0.040009,30.585,0.010204,0.19258598265895951,0.0,0.0,0.003061,12
S02E08,2,8,Robert Zane,1.0,0.323232,0.117693,0.040009,30.585,0.010204,0.19258598265895951,0.0,0.0,0.003061,12
S02E09,2,9,Louis Litt,1.0,0.0,0.469733,0.161565,111.258,0.283019,0.18277736572890024,0.9999999911240504,0.0,0.484906,1
S02E09,2,9,Harvey Specter,1.0,0.0,0.448139,0.151568,103.883,0.235849,0.18277736572890024,0.9112671224946114,0.0,0.435262,2
S02E09,2,9,Jessica Pearson,1.0,0.0,0.373124,0.122731,82.403,0.141509,0.18277736572890024,0.6553113624998993,0.0,0.304577,3
S02E09,2,9,Daniel Hardman,1.0,0.0,0.361311,0.118708,79.384,0.113208,0.18277736572890024,0.6196034170666458,0.0,0.281804,4
S02E09,2,9,Rachel Zane,1.0,0.0,0.319037,0.105027,69.079,0.075472,0.18277736572890024,0.4981715499345705,0.0,0.22191,5
S02E09,2,9,Donna Paulsen,1.0,0.0,0.301996,0.099766,65.101,0.066038,0.18277736572890024,0.4514751788372934,0.0,0.200401,6
S02E09,2,9,Mike Ross,1.0,0.0,0.236772,0.080547,50.503,0.037736,0.18277736572890024,0.28088830255548974,0.0,0.123676,7
