episode_id,season,episode_num,character,degree_centrality_x,betweenness_centrality_x,eigenvector_centrality_x,pagerank,weighted_degree_x,mention_volume_share,sentiment_control_raw,pagerank_norm,sentiment_control_norm,influence_score,influence_rank,degree_centrality_y,betweenness_centrality_y,eigenvector_centrality_y,weighted_degree_y,episode_idx,is_season_finale,is_season_premiere,season_progress,influence_score_lag1,influence_score_lag2,influence_score_lag3,pagerank_lag1,pagerank_lag2,pagerank_lag3,mention_volume_share_lag1,mention_volume_share_lag2,mention_volume_share_lag3,influence_momentum,pagerank_momentum,rank_momentum,dominance_streak,avg_sentiment,pct_positive,pct_negative,pct_commanding,pct_defensive,pct_manipulative,pct_assertive,legal_density,avg_word_count,avg_flesch,pct_anger,pct_fear,pct_joy,pct_sadness,next_episode_id,next_dominant,is_next_dominant
S03E02,3,2,Donna Paulsen,1.0,0.0,0.304758,0.108819,78.398,0.056818,0.2079097276264591,0.4078998852455758,0.0,0.180205,5,1.0,0.0,0.304758,78.398,29,0,0,0.125,0.12755,0.107483,0.002857,0.09805,0.068056,0.041522,0.068182,0.039604,0.009524,0.05265500000000001,0.010769,-1.0,0,0.053699,0.30869,0.204929,0.018158,0.023346,0.002594,0.003891,0.01297,8.891051,89.929235,0.011673,0.010376,0.028534,0.024643,S03E03,Harvey Specter,0
S03E03,3,3,Donna Paulsen,1.0,0.0,0.307232,0.104382,54.911,0.058252,0.2196586410635155,0.315351645941468,0.0,0.143616,5,1.0,0.0,0.307232,54.911,30,0,0,0.1875,0.180205,0.12755,0.107483,0.108819,0.09805,0.068056,0.056818,0.068182,0.039604,-0.03658900000000001,-0.0044369999999999965,0.0,0,0.029434,0.311669,0.217134,0.025111,0.017725,0.004431,0.007386,0.029542,9.843427,88.598124,0.025111,0.008863,0.019202,0.008863,S03E04,Louis Litt,0
S03E04,3,4,Donna Paulsen,1.0,0.285714,0.147755,0.063766,20.334,0.012346,0.2092524725274725,0.0,0.0,0.003704,7,1.0,0.285714,0.147755,20.334,31,0,0,0.25,0.143616,0.180205,0.12755,0.104382,0.108819,0.09805,0.058252,0.056818,0.068182,-0.13991199999999998,-0.040616,-2.0,0,0.03512,0.300824,0.193681,0.026099,0.026099,0.002747,0.004121,0.019231,9.317308,88.166525,0.028846,0.010989,0.039835,0.010989,S03E05,Harvey Specter,0
S03E05,3,5,Donna Paulsen,1.0,0.0,0.438078,0.15262,55.905,0.180556,0.2035892998678996,0.8031254388189898,0.0,0.375417,3,1.0,0.0,0.438078,55.905,32,0,0,0.3125,0.003704,0.143616,0.180205,0.063766,0.104382,0.108819,0.012346,0.058252,0.056818,0.371713,0.088854,4.0,0,0.033317,0.281374,0.221929,0.010568,0.015852,0.002642,0.001321,0.01321,9.17041,88.981427,0.011889,0.010568,0.038309,0.029062,S03E06,Harvey Specter,0
S03E06,3,6,Donna Paulsen,1.0,0.0,0.448724,0.154624,45.534,0.196078,0.1865528252299605,0.59486633543896,0.0,0.29677,2,1.0,0.0,0.448724,45.534,33,0,0,0.375,0.375417,0.003704,0.143616,0.15262,0.063766,0.104382,0.180556,0.012346,0.058252,-0.07864700000000002,0.0020040000000000058,1.0,0,0.024767,0.25887,0.197109,0.018397,0.019711,0.002628,0.00657,0.019711,8.604468,91.356268,0.019711,0.009198,0.028909,0.013141,S03E07,Harvey Specter,0
S03E07,3,7,Donna Paulsen,1.0,0.0,0.333625,0.109252,73.148,0.108911,0.1961484311050477,0.5654640757996223,0.0,0.258859,5,1.0,0.0,0.333625,73.148,34,0,0,0.4375,0.29677,0.375417,0.003704,0.154624,0.15262,0.063766,0.196078,0.180556,0.012346,-0.03791099999999997,-0.04537200000000001,-3.0,0,-0.006116,0.234652,0.24693,0.015007,0.030014,0.002729,0.004093,0.030014,8.960437,86.989809,0.027285,0.002729,0.030014,0.024557,S03E08,Harvey Specter,0
S03E08,3,8,Donna Paulsen,1.0,0.0,0.336932,0.12228,37.65,0.083333,0.2299598116169544,0.4078018684820785,0.0,0.188121,4,1.0,0.0,0.336932,37.65,35,0,0,0.5,0.258859,0.29677,0.375417,0.109252,0.154624,0.15262,0.108911,0.196078,0.180556,-0.070738,0.013027999999999998,1.0,0,-0.029356,0.254317,0.288854,0.021978,0.032967,0.00471,0.006279,0.023548,10.436421,89.637284,0.031397,0.014129,0.023548,0.018838,S03E09,Harvey Specter,0
S03E09,3,9,Donna Paulsen,1.0,0.0,0.230627,0.077705,53.03,0.036697,0.200140143884892,0.1644552106332439,0.0,0.076791,7,1.0,0.0,0.230627,53.03,36,0,0,0.5625,0.188121,0.258859,0.29677,0.12228,0.109252,0.154624,0.083333,0.108911,0.196078,-0.11133000000000001,-0.044575000000000004,-3.0,0,0.049394,0.322302,0.189928,0.01295,0.034532,0.001439,0.001439,0.018705,10.001439,88.76882,0.027338,0.004317,0.035971,0.02446,S03E10,Harvey Specter,0
S03E10,3,10,Donna Paulsen,1.0,0.0,0.210654,0.068201,61.293,0.030075,0.1843127438231469,0.2157863445273103,0.0,0.095337,10,1.0,0.0,0.210654,61.293,37,0,0,0.625,0.076791,0.188121,0.258859,0.077705,0.12228,0.109252,0.036697,0.083333,0.108911,0.018546000000000007,-0.009503999999999999,-3.0,0,0.028794,0.274382,0.197659,0.023407,0.026008,0.007802,0.0,0.039012,9.459038,88.479415,0.022107,0.002601,0.035111,0.027308,S03E11,Harvey Specter,0
S03E11,3,11,Donna Paulsen,1.0,0.0,0.251393,0.080833,60.679,0.053097,0.185908583106267,0.3156314708434442,0.0,0.142182,7,1.0,0.0,0.251393,60.679,38,0,0,0.6875,0.095337,0.076791,0.188121,0.068201,0.077705,0.12228,0.030075,0.036697,0.083333,0.046845,0.012632000000000004,3.0,0,0.055158,0.299728,0.1703,0.010899,0.035422,0.004087,0.002725,0.035422,9.03951,89.466376,0.010899,0.004087,0.03406,0.02861,S03E12,Louis Litt,0
S03E12,3,12,Donna Paulsen,1.0,0.0,0.218188,0.075147,41.938,0.040404,0.198613649851632,0.2136884762745675,0.0,0.097597,8,1.0,0.0,0.218188,41.938,39,0,0,0.75,0.142182,0.095337,0.076791,0.080833,0.068201,0.077705,0.053097,0.030075,0.036697,-0.044585,-0.005685999999999997,-1.0,0,0.058013,0.305638,0.176558,0.02819,0.026706,0.005935,0.001484,0.043027,9.321958,90.953071,0.017804,0.004451,0.035608,0.01632,S03E13,Harvey Specter,0
S03E13,3,13,Donna Paulsen,1.0,0.0,0.265244,0.09927,51.936,0.04065,0.1919469849246231,0.288040772124899,0.0,0.127411,5,1.0,0.0,0.265244,51.936,40,0,0,0.8125,0.097597,0.142182,0.095337,0.075147,0.080833,0.068201,0.040404,0.053097,0.030075,0.029813999999999993,0.02412299999999999,3.0,0,0.030183,0.275126,0.201005,0.020101,0.025126,0.002513,0.005025,0.038945,8.918342,88.705553,0.022613,0.005025,0.026382,0.018844,S03E14,Louis Litt,0
S03E14,3,14,Donna Paulsen,1.0,0.0,0.277528,0.090654,74.458,0.081761,0.2288742081447963,0.2754533608545118,0.0,0.13471,7,1.0,0.0,0.277528,74.458,41,0,0,0.875,0.127411,0.097597,0.142182,0.09927,0.075147,0.080833,0.04065,0.040404,0.053097,0.007299,-0.008615999999999999,-2.0,0,0.085507,0.358974,0.188537,0.024133,0.013575,0.006033,0.006033,0.028658,9.589744,87.705973,0.013575,0.003017,0.048265,0.0181,S03E15,Louis Litt,0
S03E15,3,15,Donna Paulsen,1.0,0.0,0.271237,0.08495,67.307,0.063636,0.1798612303290415,0.3804093831236502,0.0,0.171255,7,1.0,0.0,0.271237,67.307,42,0,0,0.9375,0.13471,0.127411,0.097597,0.090654,0.09927,0.075147,0.081761,0.04065,0.040404,0.036544999999999994,-0.005704000000000001,0.0,0,0.016167,0.257511,0.194564,0.021459,0.025751,0.004292,0.005722,0.031474,8.576538,92.299084,0.030043,0.007153,0.028612,0.018598,S03E16,Harvey Specter,0
S03E16,3,16,Donna Paulsen,1.0,0.0,0.263831,0.091995,108.097,0.067227,0.1988303937007874,0.3069845460657395,0.0,0.142962,6,1.0,0.0,0.263831,108.097,43,1,0,1.0,0.171255,0.13471,0.127411,0.08495,0.090654,0.09927,0.063636,0.081761,0.04065,-0.028292999999999985,0.007044999999999996,1.0,0,-0.005158,0.244094,0.272441,0.022047,0.029921,0.001575,0.00315,0.028346,9.971654,89.499764,0.026772,0.014173,0.018898,0.022047,S04E01,Harvey Specter,0
S04E01,4,1,Donna Paulsen,1.0,0.0,0.342567,0.1244,66.314,0.099174,0.1821764192139738,0.4707957794579088,0.0,0.218071,4,1.0,0.0,0.342567,66.314,44,0,1,0.0625,0.142962,0.171255,0.13471,0.091995,0.08495,0.090654,0.067227,0.063636,0.081761,0.07510899999999998,0.032405,2.0,0,0.035557,0.280932,0.19214,0.021834,0.027656,0.004367,0.004367,0.024745,9.944687,91.09936,0.024745,0.007278,0.030568,0.016012,S04E02,Louis Litt,0
S04E02,4,2,Donna Paulsen,1.0,0.0,0.324791,0.13406,58.068,0.075472,0.1880549132947976,0.0,0.0,0.022642,6,1.0,0.0,0.324791,58.068,45,0,0,0.125,0.218071,0.142962,0.171255,0.1244,0.091995,0.08495,0.099174,0.067227,0.063636,-0.195429,0.009660000000000016,-2.0,0,0.037135,0.284682,0.196532,0.014451,0.017341,0.010116,0.004335,0.031792,9.527457,89.77091,0.023121,0.00289,0.026012,0.011561,S04E03,Mike Ross,0
S04E03,4,3,Donna Paulsen,1.0,0.0,0.327166,0.127278,52.1,0.094118,0.2018565977742448,0.4835999378619586,0.0,0.221675,5,1.0,0.0,0.327166,52.1,46,0,0,0.1875,0.022642,0.218071,0.142962,0.13406,0.1244,0.091995,0.075472,0.099174,0.067227,0.19903300000000002,-0.00678200000000001,1.0,0,0.024301,0.289348,0.224165,0.034976,0.023847,0.011129,0.0,0.017488,9.82035,92.838617,0.028617,0.007949,0.034976,0.031797,S04E04,Harvey Specter,0
S04E04,4,4,Donna Paulsen,1.0,0.0,0.210874,0.071909,59.04,0.036232,0.217750147928994,0.0758583075453712,0.0,0.041213,8,1.0,0.0,0.210874,59.04,47,0,0,0.25,0.221675,0.022642,0.218071,0.127278,0.13406,0.1244,0.094118,0.075472,0.099174,-0.180462,-0.055369,-3.0,0,0.030644,0.310651,0.226331,0.026627,0.026627,0.004438,0.0,0.028107,10.389053,89.965843,0.04142,0.005917,0.019231,0.036982,S04E05,Harvey Specter,0
S04E05,4,5,Donna Paulsen,1.0,0.0,0.309574,0.101693,89.847,0.090909,0.1962919402985074,0.5515924003033883,0.0,0.24791,5,1.0,0.0,0.309574,89.847,48,0,0,0.3125,0.041213,0.221675,0.022642,0.071909,0.127278,0.13406,0.036232,0.094118,0.075472,0.206697,0.029784000000000005,3.0,0,0.028707,0.289552,0.21791,0.025373,0.034328,0.002985,0.002985,0.020896,9.483582,91.785,0.022388,0.008955,0.037313,0.022388,S04E06,Harvey Specter,0
S04E06,4,6,Donna Paulsen,1.0,0.0,0.272254,0.094918,92.903,0.06701,0.2078436666666666,0.4070651486727538,0.0,0.182929,7,1.0,0.0,0.272254,92.903,49,0,0,0.375,0.24791,0.041213,0.221675,0.101693,0.071909,0.127278,0.090909,0.036232,0.094118,-0.06498099999999998,-0.006775000000000003,-2.0,0,-0.007582,0.261667,0.253333,0.028333,0.035,0.005,0.005,0.025,10.555,92.755817,0.068333,0.006667,0.026667,0.015,S04E07,Mike Ross,0
S04E07,4,7,Donna Paulsen,1.0,0.0,0.192425,0.071726,62.188,0.039326,0.2143596463022507,0.2153982354779391,0.0,0.097957,8,1.0,0.0,0.192425,62.188,50,0,0,0.4375,0.182929,0.24791,0.041213,0.094918,0.101693,0.071909,0.06701,0.090909,0.036232,-0.084972,-0.023192000000000004,-1.0,0,0.025516,0.292605,0.221865,0.027331,0.038585,0.003215,0.016077,0.016077,10.110932,93.575338,0.030547,0.004823,0.045016,0.024116,S04E08,Harvey Specter,0
S04E08,4,8,Donna Paulsen,1.0,0.0,0.182581,0.062358,70.017,0.017391,0.2087656946826758,0.2171723153544218,0.0,0.092086,8,1.0,0.0,0.182581,70.017,51,0,0,0.5,0.097957,0.182929,0.24791,0.071726,0.094918,0.101693,0.039326,0.06701,0.090909,-0.005871000000000001,-0.009368000000000001,0.0,0,0.020432,0.284734,0.233276,0.041166,0.027444,0.005146,0.003431,0.018868,11.222985,91.599691,0.03259,0.003431,0.025729,0.018868,S04E09,Harvey Specter,0
S04E09,4,9,Donna Paulsen,1.0,0.0,0.194726,0.069118,78.512,0.030702,0.2334056218057921,0.2701731616800337,0.0,0.11728,7,1.0,0.0,0.194726,78.512,52,0,0,0.5625,0.092086,0.097957,0.182929,0.062358,0.071726,0.094918,0.017391,0.039326,0.06701,0.025193999999999994,0.006760000000000002,1.0,0,0.004418,0.30494,0.264055,0.037479,0.032368,0.005111,0.005111,0.049404,11.591141,88.866644,0.054514,0.005111,0.022147,0.008518,S04E10,Louis Litt,0
S04E10,4,10,Donna Paulsen,1.0,0.0,0.218175,0.072867,85.266,0.040541,0.2029574408901251,0.2478462011382041,0.0,0.111301,7,1.0,0.0,0.218175,85.266,53,0,0,0.625,0.11728,0.092086,0.097957,0.069118,0.062358,0.071726,0.030702,0.017391,0.039326,-0.005978999999999998,0.0037490000000000023,0.0,0,0.045312,0.301808,0.193324,0.022253,0.026426,0.004172,0.001391,0.029207,9.504868,92.619096,0.027816,0.001391,0.031989,0.020862,S04E11,Louis Litt,0
S04E11,4,11,Donna Paulsen,1.0,0.0,0.249079,0.073617,105.417,0.043478,0.2082262640449438,0.2909457943418034,0.0,0.129422,7,1.0,0.0,0.249079,105.417,54,0,0,0.6875,0.111301,0.11728,0.092086,0.072867,0.069118,0.062358,0.040541,0.030702,0.017391,0.018121000000000012,0.0007500000000000007,0.0,0,0.028,0.307584,0.202247,0.02809,0.033708,0.009831,0.004213,0.039326,9.851124,92.739354,0.039326,0.005618,0.036517,0.008427,S04E12,Louis Litt,0
S04E12,4,12,Donna Paulsen,1.0,0.0,0.227277,0.087052,37.769,0.028037,0.2194596701649175,0.1818844087139886,0.0,0.081165,7,1.0,0.0,0.227277,37.769,55,0,0,0.75,0.129422,0.111301,0.11728,0.073617,0.072867,0.069118,0.043478,0.040541,0.030702,-0.04825700000000001,0.013435000000000002,0.0,0,0.021124,0.295352,0.233883,0.01949,0.044978,0.005997,0.004498,0.061469,10.845577,90.002219,0.031484,0.010495,0.022489,0.016492,S04E13,Louis Litt,0
S04E13,4,13,Donna Paulsen,1.0,0.0,0.353271,0.113274,98.678,0.123188,0.2063525587828492,0.5668845694955235,0.0,0.26371,4,1.0,0.0,0.353271,98.678,56,0,0,0.8125,0.081165,0.129422,0.111301,0.087052,0.073617,0.072867,0.028037,0.043478,0.040541,0.182545,0.026221999999999995,3.0,0,0.038824,0.302905,0.213001,0.02213,0.033195,0.004149,0.009682,0.02213,9.954357,91.843444,0.033195,0.005533,0.020747,0.017981,S04E14,Harvey Specter,0
S04E14,4,14,Donna Paulsen,1.0,0.0,0.3404,0.116996,83.652,0.120301,0.2211805841924398,0.6308060878367479,0.0,0.288413,5,1.0,0.0,0.3404,83.652,57,0,0,0.875,0.26371,0.081165,0.129422,0.113274,0.087052,0.073617,0.123188,0.028037,0.043478,0.024702999999999975,0.003722000000000003,-1.0,0,0.04185,0.331615,0.216495,0.024055,0.027491,0.010309,0.003436,0.037801,11.508591,92.055481,0.046392,0.005155,0.027491,0.025773,S04E15,Harvey Specter,0
S04E15,4,15,Donna Paulsen,1.0,0.0,0.503461,0.203276,101.893,0.281818,0.2370576523031203,0.984751978245665,0.0,0.478446,2,1.0,0.0,0.503461,101.893,58,0,0,0.9375,0.288413,0.26371,0.081165,0.116996,0.113274,0.087052,0.120301,0.123188,0.028037,0.190033,0.08628000000000001,3.0,0,-0.00493,0.283804,0.294205,0.026746,0.02526,0.005944,0.0,0.032689,10.273403,90.946315,0.038633,0.016345,0.028232,0.029718,S04E16,Harvey Specter,0
S04E16,4,16,Donna Paulsen,1.0,0.0,0.366086,0.125234,103.107,0.116564,0.2250455064194009,0.6291827140188615,0.0,0.286642,4,1.0,0.0,0.366086,103.107,59,1,0,1.0,0.478446,0.288413,0.26371,0.203276,0.116996,0.113274,0.281818,0.120301,0.123188,-0.19180399999999997,-0.078042,-2.0,0,0.040872,0.32097,0.219686,0.017118,0.03709,0.00428,0.002853,0.014265,10.252496,91.588146,0.031384,0.005706,0.035663,0.012839,S05E01,Harvey Specter,0
S05E01,5,1,Donna Paulsen,1.0,0.0,0.488967,0.172947,170.34,0.286432,0.2342560553633218,0.9999999922573052,0.0,0.48593,2,1.0,0.0,0.488967,170.34,60,0,1,0.0625,0.286642,0.478446,0.288413,0.125234,0.203276,0.116996,0.116564,0.281818,0.120301,0.19928799999999997,0.04771299999999998,2.0,0,0.050108,0.32872,0.221453,0.013841,0.039792,0.00346,0.00519,0.034602,11.66263,92.57846,0.034602,0.008651,0.036332,0.020761,S05E02,Harvey Specter,0
S05E02,5,2,Donna Paulsen,1.0,0.0,0.354907,0.115852,148.104,0.126263,0.2208066666666666,0.7355772870303958,0.0,0.33211,4,1.0,0.0,0.354907,148.104,61,0,0,0.125,0.48593,0.286642,0.478446,0.172947,0.125234,0.203276,0.286432,0.116564,0.281818,-0.15381999999999996,-0.05709499999999999,-2.0,0,0.036053,0.308527,0.220155,0.03876,0.027907,0.004651,0.010853,0.021705,11.275969,91.796155,0.035659,0.003101,0.032558,0.013953,S05E03,Harvey Specter,0
S05E03,5,3,Donna Paulsen,1.0,0.0,0.332332,0.112876,87.683,0.113636,0.22415525477707,0.4891994635608794,0.0,0.229771,4,1.0,0.0,0.332332,87.683,62,0,0,0.1875,0.33211,0.48593,0.286642,0.115852,0.172947,0.125234,0.126263,0.286432,0.116564,-0.10233900000000001,-0.0029759999999999925,0.0,0,-0.002179,0.294586,0.254777,0.041401,0.042994,0.004777,0.004777,0.041401,11.484076,92.040064,0.052548,0.017516,0.025478,0.023885,S05E04,Louis Litt,0
S05E04,5,4,Donna Paulsen,1.0,0.0,0.174741,0.061494,54.101,0.02994,0.2276391379310344,0.1776240308387689,0.0,0.080032,7,1.0,0.0,0.174741,54.101,63,0,0,0.25,0.229771,0.33211,0.48593,0.112876,0.115852,0.172947,0.113636,0.126263,0.286432,-0.149739,-0.051382000000000004,-3.0,0,0.055646,0.343103,0.212069,0.037931,0.032759,0.006897,0.005172,0.041379,11.972414,88.584759,0.031034,0.017241,0.034483,0.013793,S05E05,Harvey Specter,0
S05E05,5,5,Donna Paulsen,1.0,0.0,0.370053,0.118818,113.427,0.113924,0.2316930379746835,0.6094971617730501,0.0,0.277976,4,1.0,0.0,0.370053,113.427,64,0,0,0.3125,0.080032,0.229771,0.33211,0.061494,0.112876,0.115852,0.02994,0.113636,0.126263,0.197944,0.05732399999999999,3.0,0,0.022912,0.330696,0.227848,0.02057,0.026899,0.0,0.007911,0.023734,11.656646,92.134383,0.036392,0.006329,0.018987,0.023734,S05E06,Louis Litt,0
S05E06,5,6,Donna Paulsen,1.0,0.0,0.313661,0.103117,79.667,0.075188,0.2290070977917981,0.4973479168722283,0.0,0.221496,5,1.0,0.0,0.313661,79.667,65,0,0,0.375,0.277976,0.080032,0.229771,0.118818,0.061494,0.112876,0.113924,0.02994,0.113636,-0.05648,-0.015700999999999993,-1.0,0,0.000932,0.285489,0.258675,0.033123,0.039432,0.007886,0.006309,0.031546,11.673502,91.405994,0.033123,0.020505,0.01735,0.026814,S05E07,Louis Litt,0
S05E07,5,7,Donna Paulsen,1.0,0.0,0.323356,0.098531,143.273,0.101449,0.2295932533733133,0.5913000958707402,0.0,0.266955,5,1.0,0.0,0.323356,143.273,66,0,0,0.4375,0.221496,0.277976,0.080032,0.103117,0.118818,0.061494,0.075188,0.113924,0.02994,0.045459,-0.004586000000000007,0.0,0,0.042784,0.326837,0.221889,0.025487,0.049475,0.002999,0.008996,0.02099,11.305847,92.068426,0.049475,0.011994,0.016492,0.013493,S05E08,Harvey Specter,0
S05E08,5,8,Donna Paulsen,1.0,0.0,0.271391,0.09637,102.05,0.067961,0.2197384485666105,0.4307284905356003,0.0,0.19268,6,1.0,0.0,0.271391,102.05,67,0,0,0.5,0.266955,0.221496,0.277976,0.098531,0.103117,0.118818,0.101449,0.075188,0.113924,-0.07427500000000001,-0.0021609999999999963,-1.0,0,0.01751,0.29511,0.247892,0.026981,0.038786,0.003373,0.008432,0.043845,12.25801,89.637201,0.033727,0.015177,0.037099,0.048904,S05E09,Harvey Specter,0
S05E09,5,9,Donna Paulsen,1.0,0.0,0.185286,0.060364,70.545,0.033149,0.2153950738916256,0.2497806568468397,0.0,0.109857,8,1.0,0.0,0.185286,70.545,68,0,0,0.5625,0.19268,0.266955,0.221496,0.09637,0.098531,0.103117,0.067961,0.101449,0.075188,-0.082823,-0.036005999999999996,-2.0,0,0.029033,0.315271,0.226601,0.027915,0.029557,0.004926,0.004926,0.034483,12.059113,91.276798,0.050903,0.003284,0.014778,0.01642,S05E10,Harvey Specter,0
S05E10,5,10,Donna Paulsen,1.0,0.146465,0.120377,0.041232,29.654,0.00813,0.2046621376811594,0.0,0.0,0.002439,11,1.0,0.146465,0.120377,29.654,69,0,0,0.625,0.109857,0.19268,0.266955,0.060364,0.09637,0.098531,0.033149,0.067961,0.101449,-0.107418,-0.019132000000000003,-3.0,0,0.000782,0.266304,0.240942,0.025362,0.038043,0.003623,0.007246,0.01087,11.17029,91.512283,0.018116,0.018116,0.028986,0.039855,S05E11,Harvey Specter,0
S05E11,5,11,Donna Paulsen,1.0,0.0,0.287102,0.079328,148.847,0.074561,0.2103806138933764,0.5044692326314375,0.0,0.224156,6,1.0,0.0,0.287102,148.847,70,0,0,0.6875,0.002439,0.109857,0.19268,0.041232,0.060364,0.09637,0.00813,0.033149,0.067961,0.221717,0.038096,5.0,0,-0.008351,0.279483,0.250404,0.030695,0.019386,0.011309,0.003231,0.017771,11.894992,92.208805,0.04685,0.009693,0.027464,0.016155,S05E12,Donna Paulsen,1
S05E12,5,12,Donna Paulsen,1.0,0.0,0.460093,0.148623,216.327,0.246964,0.2379944256756756,0.9999999911134808,0.0,0.474089,1,1.0,0.0,0.460093,216.327,71,0,0,0.75,0.224156,0.002439,0.109857,0.079328,0.041232,0.060364,0.074561,0.00813,0.033149,0.249933,0.06929500000000001,5.0,1,-0.006277,0.295608,0.277027,0.030405,0.028716,0.003378,0.003378,0.057432,12.633446,86.995338,0.060811,0.025338,0.021959,0.045608,S05E13,Mike Ross,0
S05E13,5,13,Donna Paulsen,1.0,0.0,0.171021,0.056042,78.085,0.016327,0.2327248397435897,0.2271480828916266,0.0,0.095757,10,1.0,0.0,0.171021,78.085,72,0,0,0.8125,0.474089,0.224156,0.002439,0.148623,0.079328,0.041232,0.246964,0.074561,0.00813,-0.378332,-0.092581,-9.0,0,0.003692,0.30609,0.254808,0.030449,0.027244,0.008013,0.008013,0.064103,12.028846,89.630208,0.044872,0.012821,0.030449,0.025641,S05E14,Mike Ross,0
S05E14,5,14,Donna Paulsen,1.0,0.0,0.197001,0.059764,86.74,0.023923,0.2246918699186991,0.229559884889246,0.0,0.099001,10,1.0,0.0,0.197001,86.74,73,0,0,0.875,0.095757,0.474089,0.224156,0.056042,0.148623,0.079328,0.016327,0.246964,0.074561,0.0032440000000000108,0.003721999999999996,0.0,0,0.017709,0.276423,0.258537,0.030894,0.026016,0.009756,0.006504,0.082927,12.328455,89.171463,0.047154,0.011382,0.026016,0.009756,S05E15,Mike Ross,0
S05E15,5,15,Donna Paulsen,1.0,0.0,0.363333,0.122119,112.805,0.12093,0.2650963320463321,0.5892226036972265,0.0,0.271968,4,1.0,0.0,0.363333,112.805,74,0,0,0.9375,0.099001,0.095757,0.474089,0.059764,0.056042,0.148623,0.023923,0.016327,0.246964,0.17296699999999998,0.06235500000000001,6.0,0,-0.009334,0.314672,0.30888,0.03861,0.021236,0.009653,0.007722,0.03861,13.793436,91.372027,0.061776,0.009653,0.023166,0.023166,S05E16,Mike Ross,0
S05E16,5,16,Donna Paulsen,1.0,0.0,0.301332,0.090806,149.317,0.084291,0.2191128289473684,0.5584151155673828,0.0,0.248653,5,1.0,0.0,0.301332,149.317,75,1,0,1.0,0.271968,0.099001,0.095757,0.122119,0.059764,0.056042,0.12093,0.023923,0.016327,-0.023314999999999975,-0.03131300000000001,-1.0,0,-0.003247,0.291118,0.264803,0.050987,0.027961,0.008224,0.001645,0.044408,10.794408,92.300428,0.044408,0.013158,0.013158,0.027961,S06E01,Louis Litt,0
S06E01,6,1,Donna Paulsen,1.0,0.0,0.31595,0.100549,81.544,0.080882,0.2256897822445561,0.4235468201251429,0.0,0.193683,4,1.0,0.0,0.31595,81.544,76,0,1,0.0625,0.248653,0.271968,0.099001,0.090806,0.122119,0.059764,0.084291,0.12093,0.023923,-0.05497000000000002,0.009743000000000002,1.0,0,-0.02003,0.271357,0.278057,0.035176,0.030151,0.008375,0.00335,0.026801,11.525963,94.246064,0.063652,0.0,0.021776,0.030151,S06E02,Harvey Specter,0
S06E02,6,2,Donna Paulsen,1.0,0.0,0.241133,0.074417,65.983,0.05,0.2101203497615262,0.3069659113995037,0.0,0.137786,8,1.0,0.0,0.241133,65.983,77,0,0,0.125,0.193683,0.248653,0.271968,0.100549,0.090806,0.122119,0.080882,0.084291,0.12093,-0.055897,-0.026132000000000002,-4.0,0,-0.016421,0.27504,0.26868,0.030207,0.028617,0.011129,0.00159,0.017488,11.341812,94.711463,0.049285,0.007949,0.019078,0.017488,S06E03,Harvey Specter,0
S06E03,6,3,Donna Paulsen,1.0,0.0,0.402339,0.140012,87.157,0.166667,0.2478224283305227,0.7384678616776555,0.0,0.345387,3,1.0,0.0,0.402339,87.157,78,0,0,0.1875,0.137786,0.193683,0.248653,0.074417,0.100549,0.090806,0.05,0.080882,0.084291,0.207601,0.065595,5.0,0,0.025708,0.335582,0.259696,0.042159,0.033727,0.003373,0.006745,0.028668,12.927487,89.696206,0.070826,0.010118,0.030354,0.010118,S06E04,Mike Ross,0
S06E04,6,4,Donna Paulsen,1.0,0.0,0.292995,0.09884,86.483,0.067039,0.2191010785824345,0.3790113935607118,0.0,0.171716,6,1.0,0.0,0.292995,86.483,79,0,0,0.25,0.345387,0.137786,0.193683,0.140012,0.074417,0.100549,0.166667,0.05,0.080882,-0.173671,-0.041172,-3.0,0,0.026481,0.317411,0.214176,0.041602,0.038521,0.001541,0.004622,0.020031,11.086287,90.248629,0.041602,0.009245,0.024653,0.016949,S06E05,Harvey Specter,0
S06E05,6,5,Donna Paulsen,1.0,0.0,0.254924,0.082333,71.143,0.054688,0.2378986013986014,0.3463974181029485,0.0,0.154965,6,1.0,0.0,0.254924,71.143,80,0,0,0.3125,0.171716,0.345387,0.137786,0.09884,0.140012,0.074417,0.067039,0.166667,0.05,-0.016751000000000016,-0.016506999999999994,0.0,0,0.024251,0.323427,0.256993,0.04021,0.033217,0.01049,0.008741,0.048951,12.302448,90.588024,0.043706,0.005245,0.01049,0.019231,S06E06,Mike Ross,0
S06E06,6,6,Donna Paulsen,1.0,0.0,0.266636,0.097567,51.395,0.053763,0.2386642628205128,0.2191954525504266,0.0,0.103807,7,1.0,0.0,0.266636,51.395,81,0,0,0.375,0.154965,0.171716,0.345387,0.082333,0.09884,0.140012,0.054688,0.067039,0.166667,-0.051157999999999995,0.015233999999999998,-1.0,0,0.011539,0.301282,0.245192,0.032051,0.038462,0.00641,0.003205,0.038462,12.591346,90.97391,0.05609,0.008013,0.035256,0.024038,S06E07,Harvey Specter,0
