episode_id,season,episode_num,character,degree_centrality_x,betweenness_centrality_x,eigenvector_centrality_x,pagerank,weighted_degree_x,mention_volume_share,sentiment_control_raw,pagerank_norm,sentiment_control_norm,influence_score,influence_rank,degree_centrality_y,betweenness_centrality_y,eigenvector_centrality_y,weighted_degree_y,episode_idx,is_season_finale,is_season_premiere,season_progress,influence_score_lag1,influence_score_lag2,influence_score_lag3,pagerank_lag1,pagerank_lag2,pagerank_lag3,mention_volume_share_lag1,mention_volume_share_lag2,mention_volume_share_lag3,influence_momentum,pagerank_momentum,rank_momentum,dominance_streak,avg_sentiment,pct_positive,pct_negative,pct_commanding,pct_defensive,pct_manipulative,pct_assertive,legal_density,avg_word_count,avg_flesch,pct_anger,pct_fear,pct_joy,pct_sadness,next_episode_id,next_dominant,is_next_dominant
S07E16,7,16,Alex Williams,1.0,0.196429,0.191319,0.070473,47.648,0.028369,0.2083937880633374,0.0,0.0,0.008511,8,1.0,0.196429,0.191319,47.648,107,1,0,1.0,0.001695,0.194726,0.089173,0.037596,0.085732,0.076375,0.00565,0.056522,0.027322,0.006815999999999999,0.032876999999999997,4.0,0,0.041559,0.304507,0.194884,0.017052,0.026797,0.003654,0.004872,0.037759,10.90134,93.003252,0.038977,0.002436,0.015834,0.008526,S08E01,Louis Litt,0
S08E01,8,1,Alex Williams,1.0,0.0,0.31613,0.09419,169.374,0.098214,0.2010541605839416,0.6763616708347319,0.0,0.300009,6,1.0,0.0,0.31613,169.374,108,0,1,0.0625,0.008511,0.001695,0.194726,0.070473,0.037596,0.085732,0.028369,0.00565,0.056522,0.29149800000000003,0.023717000000000002,2.0,0,0.058523,0.325547,0.181022,0.032117,0.030657,0.007299,0.010219,0.042336,10.889051,93.949489,0.033577,0.00438,0.024818,0.017518,S08E02,Harvey Specter,0
S08E02,8,2,Alex Williams,1.0,0.0,0.207227,0.072501,73.297,0.044199,0.2245410459587955,0.2887698511658499,0.0,0.128768,7,1.0,0.0,0.207227,73.297,109,0,0,0.125,0.300009,0.008511,0.001695,0.09419,0.070473,0.037596,0.098214,0.028369,0.00565,-0.17124100000000003,-0.021689,-1.0,0,0.073818,0.362916,0.191759,0.041204,0.034865,0.00317,0.006339,0.068146,12.385103,94.53691,0.023772,0.011094,0.028526,0.020602,S08E03,Louis Litt,0
S08E03,8,3,Alex Williams,1.0,0.0,0.249111,0.078767,99.227,0.048128,0.2324391304347826,0.4954452709855664,0.0,0.212617,9,1.0,0.0,0.249111,99.227,110,0,0,0.1875,0.128768,0.300009,0.008511,0.072501,0.09419,0.070473,0.044199,0.098214,0.028369,0.083849,0.006266000000000008,-2.0,0,0.07357,0.364907,0.201863,0.034161,0.037267,0.004658,0.006211,0.029503,12.034161,92.816677,0.046584,0.004658,0.031056,0.02795,S08E04,Harvey Specter,0
S08E04,8,4,Alex Williams,1.0,0.0,0.394139,0.124265,162.96,0.148718,0.2105782012195121,0.8459220098398723,0.0,0.382984,4,1.0,0.0,0.394139,162.96,111,0,0,0.25,0.212617,0.128768,0.300009,0.078767,0.072501,0.09419,0.048128,0.044199,0.098214,0.170367,0.045498,5.0,0,0.039334,0.317073,0.210366,0.044207,0.036585,0.016768,0.001524,0.04878,12.371951,96.69904,0.041159,0.006098,0.021341,0.028963,S08E05,Harvey Specter,0
S08E05,8,5,Alex Williams,1.0,0.52381,0.172209,0.070245,34.135,0.019231,0.2391755832037324,0.0,0.0,0.005769,8,1.0,0.52381,0.172209,34.135,112,0,0,0.3125,0.382984,0.212617,0.128768,0.124265,0.078767,0.072501,0.148718,0.048128,0.044199,-0.37721499999999997,-0.05402,-4.0,0,0.084929,0.381026,0.199067,0.032659,0.034215,0.00311,0.007776,0.021773,12.11042,96.313624,0.021773,0.006221,0.034215,0.018663,S08E06,Louis Litt,0
S08E06,8,6,Alex Williams,1.0,0.0,0.262386,0.080742,118.279,0.045872,0.2330724186704384,0.3826529295199593,0.0,0.166823,7,1.0,0.0,0.262386,118.279,113,0,0,0.375,0.005769,0.382984,0.212617,0.070245,0.124265,0.078767,0.019231,0.148718,0.048128,0.161054,0.010496999999999992,1.0,0,0.053244,0.34512,0.223479,0.031117,0.036775,0.002829,0.016973,0.029703,11.346535,91.0714,0.016973,0.009901,0.019802,0.015559,S08E07,Louis Litt,0
S08E07,8,7,Alex Williams,1.0,0.0,0.338334,0.109937,111.828,0.118421,0.1950471167369901,0.6468115200021881,0.0,0.294251,6,1.0,0.0,0.338334,111.828,114,0,0,0.4375,0.166823,0.005769,0.382984,0.080742,0.070245,0.124265,0.045872,0.019231,0.148718,0.12742799999999999,0.029195000000000013,1.0,0,0.043532,0.299578,0.182841,0.02391,0.035162,0.007032,0.002813,0.009845,11.322082,98.050422,0.030942,0.002813,0.019691,0.018284,S08E08,Louis Litt,0
S08E08,8,8,Alex Williams,1.0,0.0,0.369753,0.119338,113.001,0.137681,0.2015941401273885,0.6566135614370853,0.0,0.30395,3,1.0,0.0,0.369753,113.001,115,0,0,0.5,0.294251,0.166823,0.005769,0.109937,0.080742,0.070245,0.118421,0.045872,0.019231,0.009699000000000013,0.009400999999999993,3.0,0,0.018946,0.264968,0.220382,0.033121,0.035669,0.010191,0.010191,0.016561,9.442038,88.672573,0.024204,0.014013,0.020382,0.026752,S08E09,Alex Williams,1
S08E09,8,9,Alex Williams,1.0,0.0,0.42105,0.139669,127.984,0.222973,0.2145456703910614,0.9999999895241888,0.0,0.466892,1,1.0,0.0,0.42105,127.984,116,0,0,0.5625,0.30395,0.294251,0.166823,0.119338,0.109937,0.080742,0.137681,0.118421,0.045872,0.16294199999999998,0.020330999999999988,2.0,1,0.013988,0.277933,0.226257,0.027933,0.02933,0.005587,0.001397,0.044693,10.442737,93.51683,0.019553,0.019553,0.032123,0.009777,S08E10,Samantha Wheeler,0
S08E10,8,10,Alex Williams,1.0,0.0,0.422352,0.146576,149.969,0.181373,0.2129049597855228,0.8785811304903804,0.0,0.405844,2,1.0,0.0,0.422352,149.969,117,0,0,0.625,0.466892,0.30395,0.294251,0.139669,0.119338,0.109937,0.222973,0.137681,0.118421,-0.06104799999999999,0.006907000000000024,-1.0,0,0.063187,0.325737,0.182306,0.010724,0.030831,0.009383,0.006702,0.037534,10.410188,92.668914,0.021448,0.012064,0.033512,0.021448,S08E11,Louis Litt,0
S08E11,8,11,Alex Williams,1.0,0.0,0.315798,0.091838,163.237,0.106227,0.2234448863636363,0.557182987851817,0.0,0.254741,3,1.0,0.0,0.315798,163.237,118,0,0,0.6875,0.405844,0.466892,0.30395,0.146576,0.139669,0.119338,0.181373,0.222973,0.137681,-0.151103,-0.05473800000000001,-1.0,0,0.064724,0.339489,0.196023,0.026989,0.03267,0.009943,0.007102,0.039773,11.84517,91.359673,0.015625,0.004261,0.036932,0.024148,S08E12,Louis Litt,0
S08E12,8,12,Alex Williams,1.0,0.0,0.29369,0.087999,104.193,0.056497,0.2578511666666667,0.4693201084036364,0.0,0.204677,5,1.0,0.0,0.29369,104.193,119,0,0,0.75,0.254741,0.405844,0.466892,0.091838,0.146576,0.139669,0.106227,0.181373,0.222973,-0.050064,-0.003839000000000009,-2.0,0,0.112226,0.428333,0.176667,0.03,0.031667,0.01,0.003333,0.035,13.161667,91.000383,0.03,0.005,0.041667,0.015,S08E13,Stu Buzzini,0
S08E13,8,13,Alex Williams,1.0,0.212121,0.136198,0.04435,52.433,0.017341,0.2282882255389718,0.0,0.0,0.005202,12,1.0,0.212121,0.136198,52.433,120,0,0,0.8125,0.204677,0.254741,0.405844,0.087999,0.091838,0.146576,0.056497,0.106227,0.181373,-0.19947499999999999,-0.04364899999999999,-7.0,0,0.048413,0.344942,0.21393,0.036484,0.034826,0.008292,0.003317,0.029851,12.495854,92.732322,0.014925,0.018242,0.046434,0.034826,S08E14,Harvey Specter,0
S08E14,8,14,Alex Williams,1.0,0.0,0.245653,0.082246,73.038,0.040268,0.235818777943368,0.3701106445359904,0.0,0.160125,6,1.0,0.0,0.245653,73.038,121,0,0,0.875,0.005202,0.204677,0.254741,0.04435,0.087999,0.091838,0.017341,0.056497,0.106227,0.15492299999999998,0.037896,6.0,0,0.048543,0.330849,0.220566,0.028316,0.035768,0.008942,0.008942,0.017884,12.350224,93.954024,0.028316,0.004471,0.028316,0.023845,S08E15,Thomas Kessler,0
S08E15,8,15,Alex Williams,1.0,0.0,0.336705,0.104976,116.569,0.116564,0.2225279816513761,0.5792824022499786,0.0,0.266682,5,1.0,0.0,0.336705,116.569,122,0,0,0.9375,0.160125,0.005202,0.204677,0.082246,0.04435,0.087999,0.040268,0.017341,0.056497,0.10655699999999999,0.02273,1.0,0,0.034001,0.324159,0.227829,0.021407,0.029052,0.007645,0.010703,0.004587,11.603976,91.372523,0.030581,0.012232,0.047401,0.025994,S08E16,Harvey Specter,0
S08E16,8,16,Alex Williams,1.0,0.0,0.232085,0.073106,121.673,0.070039,0.2023637658227848,0.4110266788870755,0.0,0.185422,8,1.0,0.0,0.232085,121.673,123,1,0,1.0,0.266682,0.160125,0.005202,0.104976,0.082246,0.04435,0.116564,0.040268,0.017341,-0.08125999999999997,-0.031869999999999996,-3.0,0,0.008557,0.278481,0.235759,0.028481,0.033228,0.004747,0.007911,0.025316,11.251582,91.982231,0.039557,0.014241,0.037975,0.036392,S09E01,Robert Zane,0
S09E01,9,1,Alex Williams,1.0,0.0,0.269342,0.076564,157.474,0.053763,0.2003556390977443,0.4718389594189868,0.0,0.204864,6,1.0,0.0,0.269342,157.474,124,0,1,0.1,0.185422,0.266682,0.160125,0.073106,0.104976,0.082246,0.070039,0.116564,0.040268,0.019441999999999987,0.003457999999999989,2.0,0,0.025818,0.288722,0.213534,0.030075,0.034586,0.006015,0.004511,0.021053,10.651128,93.878211,0.027068,0.001504,0.028571,0.027068,S09E02,Louis Litt,0
S09E02,9,2,Alex Williams,1.0,0.0,0.278513,0.086468,108.759,0.065934,0.2228547550432277,0.4680571406587842,0.0,0.207003,7,1.0,0.0,0.278513,108.759,125,0,0,0.2,0.204864,0.185422,0.266682,0.076564,0.073106,0.104976,0.053763,0.070039,0.116564,0.002139000000000002,0.00990400000000001,-1.0,0,0.051422,0.338617,0.220461,0.024496,0.021614,0.005764,0.004323,0.030259,10.842939,90.382968,0.017291,0.004323,0.028818,0.018732,S09E03,Louis Litt,0
S09E03,9,3,Alex Williams,1.0,0.0,0.242091,0.073464,93.474,0.054945,0.2360851162790697,0.3332162322036405,0.0,0.14977,7,1.0,0.0,0.242091,93.474,126,0,0,0.3,0.207003,0.204864,0.185422,0.086468,0.076564,0.073106,0.065934,0.053763,0.070039,-0.057233000000000006,-0.013004000000000002,0.0,0,0.046134,0.330233,0.231008,0.015504,0.024806,0.006202,0.006202,0.04031,11.764341,91.141023,0.034109,0.007752,0.032558,0.021705,S09E04,Harvey Specter,0
S09E04,9,4,Alex Williams,1.0,0.0,0.359158,0.100283,173.236,0.117073,0.2177252631578947,0.8329005901324698,0.0,0.368282,4,1.0,0.0,0.359158,173.236,127,0,0,0.4,0.14977,0.207003,0.204864,0.073464,0.086468,0.076564,0.054945,0.065934,0.053763,0.218512,0.026818999999999996,3.0,0,0.067356,0.326316,0.181955,0.021053,0.030075,0.01203,0.004511,0.010526,11.395489,93.403549,0.022556,0.009023,0.04812,0.021053,S09E05,Harvey Specter,0
S09E05,9,5,Alex Williams,1.0,0.0,0.1377,0.044723,77.736,0.011538,0.2241556497175141,0.0684910909727828,0.0,0.030858,12,1.0,0.0,0.1377,77.736,128,0,0,0.5,0.368282,0.14977,0.207003,0.100283,0.073464,0.086468,0.117073,0.054945,0.065934,-0.337424,-0.05556,-8.0,0,0.039797,0.310734,0.221751,0.024011,0.031073,0.00565,0.008475,0.024011,11.504237,92.732302,0.026836,0.00565,0.035311,0.015537,S09E06,Faye Richardson,0
S09E06,9,6,Alex Williams,1.0,0.0,0.266063,0.075355,147.812,0.061538,0.1888672389127324,0.5059182837419056,0.0,0.220829,7,1.0,0.0,0.266063,147.812,129,0,0,0.6,0.030858,0.368282,0.14977,0.044723,0.100283,0.073464,0.011538,0.117073,0.054945,0.189971,0.030632000000000006,5.0,0,0.017468,0.273247,0.218884,0.025751,0.034335,0.007153,0.005722,0.035765,10.725322,91.878856,0.031474,0.005722,0.035765,0.021459,S09E07,Harvey Specter,0
S09E07,9,7,Alex Williams,1.0,0.0,0.210729,0.07063,74.433,0.025907,0.2117254571026723,0.2161326434171804,0.0,0.094225,6,1.0,0.0,0.210729,74.433,130,0,0,0.7,0.220829,0.030858,0.368282,0.075355,0.044723,0.100283,0.061538,0.011538,0.117073,-0.126604,-0.004725000000000007,1.0,0,0.07099,0.351617,0.181435,0.011252,0.026723,0.009845,0.009845,0.007032,9.935302,97.720295,0.032349,0.008439,0.043601,0.018284,S09E08,Harvey Specter,0
S09E08,9,8,Alex Williams,1.0,0.0,0.126703,0.042204,56.49,0.010695,0.2082629055007052,0.0898548937033582,0.0,0.03915,12,1.0,0.0,0.126703,56.49,131,0,0,0.8,0.094225,0.220829,0.030858,0.07063,0.075355,0.044723,0.025907,0.061538,0.011538,-0.055075000000000006,-0.028426,-6.0,0,-0.018951,0.252468,0.263752,0.018336,0.028209,0.008463,0.005642,0.036671,11.09591,90.696375,0.038082,0.008463,0.029619,0.019746,S09E09,Harvey Specter,0
S09E09,9,9,Alex Williams,1.0,0.0,0.212168,0.065774,122.518,0.040123,0.2560264367816091,0.3484393661301704,0.0,0.151413,8,1.0,0.0,0.212168,122.518,132,0,0,0.9,0.03915,0.094225,0.220829,0.042204,0.07063,0.075355,0.010695,0.025907,0.061538,0.112263,0.02357,4.0,0,0.04009,0.341954,0.238506,0.010057,0.03592,0.005747,0.005747,0.030172,11.047414,92.116782,0.028736,0.001437,0.04023,0.04023,S09E10,Harvey Specter,0
S09E10,9,10,Alex Williams,1.0,0.0,0.180453,0.054237,116.073,0.025316,0.2266391420911528,0.2471870546244972,0.0,0.10647,9,1.0,0.0,0.180453,116.073,133,1,0,1.0,0.151413,0.03915,0.094225,0.065774,0.042204,0.07063,0.040123,0.010695,0.025907,-0.044943,-0.011536999999999999,-1.0,0,0.039209,0.313673,0.215818,0.022788,0.020107,0.006702,0.004021,0.017426,10.325737,94.173204,0.038874,0.008043,0.053619,0.024129,,,0
S02E13,2,13,Anita Gibbs,1.0,0.272727,0.127961,0.044545,27.107,0.010989,0.191189621318373,0.0,0.0,0.003297,11,1.0,0.272727,0.127961,27.107,24,0,0,0.8125,,,,,,,,,,0.003297,0.044545,,0,0.042905,0.297335,0.185133,0.009818,0.021038,0.001403,0.001403,0.047686,8.488079,91.699285,0.026648,0.01122,0.023843,0.01683,S02E14,Jessica Pearson,0
S05E11,5,11,Anita Gibbs,1.0,0.0,0.187168,0.05449,95.373,0.02193,0.2103806138933764,0.1948264016103421,0.0,0.08451,10,1.0,0.0,0.187168,95.373,70,0,0,0.6875,0.003297,,,0.044545,,,0.010989,,,0.08121300000000001,0.009944999999999996,1.0,0,-0.008351,0.279483,0.250404,0.030695,0.019386,0.011309,0.003231,0.017771,11.894992,92.208805,0.04685,0.009693,0.027464,0.016155,S05E12,Donna Paulsen,0
S05E12,5,12,Anita Gibbs,1.0,0.0,0.241412,0.076452,103.004,0.032389,0.2379944256756756,0.3586510232058027,0.0,0.153177,6,1.0,0.0,0.241412,103.004,71,0,0,0.75,0.08451,0.003297,,0.05449,0.044545,,0.02193,0.010989,,0.068667,0.02196200000000001,4.0,0,-0.006277,0.295608,0.277027,0.030405,0.028716,0.003378,0.003378,0.057432,12.633446,86.995338,0.060811,0.025338,0.021959,0.045608,S05E13,Mike Ross,0
S05E13,5,13,Anita Gibbs,1.0,0.0,0.364704,0.110351,173.833,0.134694,0.2327248397435897,0.8066109620198781,0.0,0.363053,4,1.0,0.0,0.364704,173.833,72,0,0,0.8125,0.153177,0.08451,0.003297,0.076452,0.05449,0.044545,0.032389,0.02193,0.010989,0.209876,0.033899,2.0,0,0.003692,0.30609,0.254808,0.030449,0.027244,0.008013,0.008013,0.064103,12.028846,89.630208,0.044872,0.012821,0.030449,0.025641,S05E14,Mike Ross,0
S05E14,5,14,Anita Gibbs,1.0,0.0,0.381353,0.110836,176.993,0.148325,0.2246918699186991,0.6793788858508629,0.0,0.316249,2,1.0,0.0,0.381353,176.993,73,0,0,0.875,0.363053,0.153177,0.08451,0.110351,0.076452,0.05449,0.134694,0.032389,0.02193,-0.04680400000000001,0.0004849999999999993,2.0,0,0.017709,0.276423,0.258537,0.030894,0.026016,0.009756,0.006504,0.082927,12.328455,89.171463,0.047154,0.011382,0.026016,0.009756,S05E15,Mike Ross,0
S05E15,5,15,Anita Gibbs,1.0,0.0,0.324571,0.109318,99.548,0.088372,0.2650963320463321,0.4923532089842886,0.0,0.223453,5,1.0,0.0,0.324571,99.548,74,0,0,0.9375,0.316249,0.363053,0.153177,0.110836,0.110351,0.076452,0.148325,0.134694,0.032389,-0.09279599999999999,-0.0015180000000000055,-3.0,0,-0.009334,0.314672,0.30888,0.03861,0.021236,0.009653,0.007722,0.03861,13.793436,91.372027,0.061776,0.009653,0.023166,0.023166,S05E16,Mike Ross,0
S05E16,5,16,Anita Gibbs,1.0,0.0,0.253379,0.077465,124.164,0.061303,0.2191128289473684,0.427217115166128,0.0,0.189278,8,1.0,0.0,0.253379,124.164,75,1,0,1.0,0.223453,0.316249,0.363053,0.109318,0.110836,0.110351,0.088372,0.148325,0.134694,-0.03417500000000001,-0.03185299999999999,-3.0,0,-0.003247,0.291118,0.264803,0.050987,0.027961,0.008224,0.001645,0.044408,10.794408,92.300428,0.044408,0.013158,0.013158,0.027961,S06E01,Louis Litt,0
S06E01,6,1,Anita Gibbs,1.0,0.0,0.193871,0.065854,49.275,0.036765,0.2256897822445561,0.1615672700245611,0.0,0.075656,7,1.0,0.0,0.193871,49.275,76,0,1,0.0625,0.189278,0.223453,0.316249,0.077465,0.109318,0.110836,0.061303,0.088372,0.148325,-0.113622,-0.01161100000000001,1.0,0,-0.02003,0.271357,0.278057,0.035176,0.030151,0.008375,0.00335,0.026801,11.525963,94.246064,0.063652,0.0,0.021776,0.030151,S06E02,Harvey Specter,0
S06E11,6,11,Anita Gibbs,1.0,0.0,0.136756,0.04704,50.217,0.011494,0.1897067857142857,0.09817378751717,0.0,0.042718,11,1.0,0.0,0.136756,50.217,86,0,0,0.6875,0.075656,0.189278,0.223453,0.065854,0.077465,0.109318,0.036765,0.061303,0.088372,-0.032938,-0.018813999999999997,-4.0,0,0.065162,0.3125,0.166071,0.021429,0.028571,0.005357,0.003571,0.046429,12.085714,92.103357,0.0125,0.005357,0.016071,0.010714,S06E12,Harvey Specter,0
S06E13,6,13,Anita Gibbs,1.0,0.0,0.140837,0.054163,44.766,0.019231,0.2245011290322581,0.1181028994484131,0.0,0.05301,8,1.0,0.0,0.140837,44.766,88,0,0,0.8125,0.042718,0.075656,0.189278,0.04704,0.065854,0.077465,0.011494,0.036765,0.061303,0.010292000000000003,0.007123000000000004,3.0,0,0.08021,0.359677,0.177419,0.041935,0.019355,0.008065,0.003226,0.009677,12.077419,92.019823,0.033871,0.014516,0.024194,0.024194,S06E14,Mike Ross,0
S06E16,6,16,Anita Gibbs,1.0,0.0,0.320901,0.100982,115.213,0.088398,0.1863553041018387,0.5181194532680882,0.0,0.233767,5,1.0,0.0,0.320901,115.213,91,1,0,1.0,0.05301,0.042718,0.075656,0.054163,0.04704,0.065854,0.019231,0.011494,0.036765,0.180757,0.046819,3.0,0,0.032552,0.280057,0.203678,0.026874,0.028289,0.014144,0.005658,0.01273,10.643564,93.316464,0.015559,0.005658,0.018388,0.015559,S07E01,Harvey Specter,0
S07E07,7,7,Anita Gibbs,1.0,0.0,0.146111,0.052738,67.285,0.01845,0.2488213804713804,0.1177516552295081,0.0,0.052636,9,1.0,0.0,0.146111,67.285,98,0,0,0.4375,0.233767,0.05301,0.042718,0.100982,0.054163,0.04704,0.088398,0.019231,0.011494,-0.181131,-0.048244,-4.0,0,0.014245,0.316498,0.249158,0.037037,0.030303,0.015152,0.010101,0.06229,13.164983,88.760673,0.052189,0.001684,0.025253,0.013468,S07E08,Harvey Specter,0
S07E14,7,14,Anita Gibbs,1.0,0.355556,0.103625,0.04117,32.414,0.006211,0.2323801574803149,0.0,0.0,0.001863,11,1.0,0.355556,0.103625,32.414,105,0,0,0.875,0.052636,0.233767,0.05301,0.052738,0.100982,0.054163,0.01845,0.088398,0.019231,-0.050773,-0.011568000000000002,-2.0,0,0.021357,0.308661,0.259843,0.026772,0.03937,0.009449,0.00315,0.037795,11.911811,92.625764,0.022047,0.004724,0.04252,0.020472,S07E15,Harvey Specter,0
S01E09,1,9,Benjamin,1.0,0.044643,0.233279,0.082224,63.311,0.047945,0.1880188144329897,0.0,0.0,0.014384,6,1.0,0.044643,0.233279,63.311,8,0,0,0.75,,,,,,,,,,0.014384,0.082224,,0,0.053615,0.293814,0.162371,0.011598,0.027062,0.003866,0.006443,0.048969,8.131443,88.757165,0.014175,0.005155,0.025773,0.018041,S01E10,Harvey Specter,0
S02E13,2,13,Benjamin,1.0,0.0,0.178359,0.057217,37.749,0.021978,0.191189621318373,0.1462165076706377,0.0,0.06508,9,1.0,0.0,0.178359,37.749,24,0,0,0.8125,0.014384,,,0.082224,,,0.047945,,,0.050696,-0.02500700000000001,-3.0,0,0.042905,0.297335,0.185133,0.009818,0.021038,0.001403,0.001403,0.047686,8.488079,91.699285,0.026648,0.01122,0.023843,0.01683,S02E14,Jessica Pearson,0
S03E01,3,1,Benjamin,1.0,0.0,0.224501,0.075297,41.795,0.034091,0.1862246913580246,0.0845417428116028,0.0,0.044044,8,1.0,0.0,0.224501,41.795,28,0,1,0.0625,0.06508,0.014384,,0.057217,0.082224,,0.021978,0.047945,,-0.021036,0.018080000000000006,1.0,0,0.051626,0.283951,0.176543,0.014815,0.024691,0.003704,0.003704,0.02716,8.877778,90.096123,0.024691,0.012346,0.022222,0.009877,S03E02,Harvey Specter,0
